pathway	description	P37057_1001	P37057_1002	P37057_1003	P37057_1004	P37057_1067	P37057_1068	P37057_1013	P37057_1014	P37057_1015	P37057_1016	P37057_1021	P37057_1022	P37057_1023	P37057_1025	P37057_1026	P37057_1037	P37057_1039	P37057_1050	P37057_1052	P37057_1055	P37057_1057	P37057_1061	P37057_1062	P37057_1065	P37057_1066	P37057_1084	P37057_1018	P37057_1019	P37057_1030	P37057_1031	P37057_1032	P37057_1033	P37057_1034	P37057_1035	P37057_1036	P37057_1038	P37057_1047	P37057_1048	P37057_1049	P37057_1051	P37057_1054	P37057_1056	P37057_1059	P37057_1060	P37057_1063	P37057_1064	P37057_1083
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis I	25821.884504090413	7632.811720970525	25753.38642755996	78.5	30661.37651785036	22257.60413474299	20960.332632483456	19160.610007057487	24190.11510659202	16636.33347817984	40216.86214306545	7689.507508601153	42358.70079161773	25876.544675670983	32584.3557856504	31185.71914738746	27687.938605823307	16425.419708477246	31493.588719959203	28170.01136676655	44771.99275976699	54617.0063372773	39791.91442804176	37026.26215833764	32783.75928672974	68481.96848128739	7087.291256661909	16197.223718973672	19078.07593525998	20430.586330315648	20176.526527177142	14408.077934910943	18279.861995118987	17788.439493491922	23975.11556916021	27689.182617858525	24200.671353887108	119.5	15981.015741404915	32687.275711255515	29699.155440183204	29769.73253353225	32263.484445371785	33770.78751893782	28796.717289703945	36136.88730565894	43144.62156106228
PWY-1361	benzoyl-CoA degradation I (aerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.878843486993908	0.0	0.0	84.68729363113555	572.8981351455484	0.0	123.25573680031414	24.936401448291477	0.0	0.0	0.0	21.807277111866927	0.0	0.0	8.933340898611505	16.976990162185434	254.0749484694676	0.0	17.974800763222614	1693.624748816679	0.0	3.589220672067936	10.565690331370764	0.0	11.47383964075359	37.24005776221889	0.0	0.0	190.95926384292488	0.0	0.0	0.0	0.0	8.078791412364216	0.0	48.43151755389196	0.0	37.397052042564006	80.40897532184687
PWY-1501	mandelate degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.25259344845236	122.524889714082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.305154882985526	115.4809809273789	56.55956716087496	19.813234753052896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.61692924738512	35.12810669159253	10.458950419485475	38.37657765775687	49.29440363778824
PWY-1541	superpathway of taurine degradation	0.0	0.0	10.119777963793194	0.0	0.0	0.0	19.71896040086209	132.7246877387924	139.3046027202614	31.011919428562614	1883.175972680559	402.3899059701399	3061.323700864103	1097.1777233285347	1242.6338445067204	32.1967678107284	25.32290662245611	0.0	9.490743127504055	0.0	25.85308761700349	1109.872402629634	1040.479238581044	1952.5781773115468	1100.218876601176	1563.3767125160275	109.36701937168397	291.1395582146975	1323.7654456737898	2103.8249329941787	1279.163020683408	2864.062250709871	3568.5568516072203	3704.896188691836	67.30895166256997	182.43987302721044	589.8678553910598	2.947976878612717	12.890592388793756	32.26621260291775	0.0	13.020076922701286	1857.7307461297853	2069.2739141795614	3026.2162383980503	3677.2739241649374	4416.955522265264
PWY-1622	formaldehyde assimilation I (serine pathway)	216.2016398678437	41.574041545618336	45.01398570898708	0.0	170.56856694612256	514.6314761110358	140.80326578503423	47.03094683315776	71.35921063729452	98.61571769720015	7062.724311633202	1071.8146382795194	7900.708481156523	7261.13992330481	4350.259335976661	331.5107048615976	1180.6301154094667	453.6095377430509	7217.441637818758	702.5951204814583	1104.882611797143	4457.037462513316	1305.618430363535	7767.699410691924	3046.3294378589544	2808.9409828946373	69.88794854589312	245.11498837111787	1476.9609782315704	2992.634476172094	1238.3350853807574	528.8648488189493	857.9528071501383	1596.9017871764927	2393.9462233913514	211.7977028973804	207.19805953583665	20.220287862427096	2083.372538244646	3608.066145396625	5024.048384439123	2907.2961803347994	892.6493961373826	756.3384310256502	408.3451550307199	1151.3641842453444	1232.8717699566616
PWY-181	photorespiration	322.63731567420604	0.0	74.15134451401472	0.0	92.21814039782411	2613.6668896758174	2567.3091040707054	1060.9488341263109	2353.0465628428365	2339.404242016404	33408.71622686366	4792.738503584352	30953.72757907972	20974.161972187165	26196.365146934306	3535.007955955793	1910.9246700507729	794.9263462076312	418.071747600992	1174.904967403657	2310.70534597535	15022.60197673051	12347.472599030943	18486.89634958898	11048.452230494642	15682.03047479998	1980.833807765321	6427.522793697502	11863.08236961555	20215.294707231387	12226.201804094586	12244.342248535448	14328.747539728452	16900.52087734328	3800.852729360935	3422.5379809424267	6070.591007921778	15.051847233329092	1218.7055604893678	2164.9488960308145	564.2820119510559	797.3183609573837	6966.493970871552	7239.092101319877	5605.124344211506	8392.894564669788	11078.338503755116
PWY-1861	formaldehyde assimilation II (RuMP Cycle)	3246.34857305418	828.365960053541	5479.500300863127	0.0	4798.85920064578	2731.625775216168	83.79123588311037	594.1359436525784	863.0557985959629	351.6956234874299	4095.772886875307	754.8372522017181	4176.475827112635	13079.26248230048	18789.89437680786	2097.1613120001634	1613.19437913905	913.6805414038238	2621.755611515129	1793.8858036955587	6382.373150586377	6525.815945634826	4898.544569291169	2372.913038460741	3403.569538433713	8300.562927529782	23.88653419801008	99.52005540646928	1605.3828910342504	2309.4444232120923	1573.3985037887703	865.1859093950461	1174.0599621957856	1750.400317498644	1604.4944162990516	1173.9546990212157	384.3093542903455	0.0	1330.8317675174271	2957.5204592350037	2123.5511811211863	3304.593819448609	1767.6540882891618	1357.833130878749	9897.02343961433	15021.077838618536	12969.284464540704
PWY-1882	superpathway of C1 compounds oxidation to CO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1715.1453174177088	161.10643479967433	2319.581255130721	1830.330158608317	1639.7888663463254	0.0	0.0	0.0	0.0	0.0	0.0	337.18025911209673	340.19916217409366	1024.493003141272	511.7299341461945	103.38645838497962	0.0	70.50986478801993	195.4019724903738	828.7238744751521	155.79910525514313	34.71738431029838	130.68727411016903	246.75793889494105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	173.3872555461219	79.49052383391964	14.288843393352192	31.60070838179499	54.50688357141928	152.21211704735077
PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)	0.0	0.0	143.0403316840134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.66070375895796	255.2935643018425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.40636304375575	174.7586215684575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.4915069262639	8.996975743300606	0.0	0.0	0.0
PWY-2941	L-lysine biosynthesis II	0.0	0.0	0.0	26.666706261341798	0.0	0.0	0.0	3.9994960878901966	0.0	0.0	4851.670768586956	714.7952749242327	2431.6268929748544	21011.251161405504	17690.860837289627	15.99486710349468	105.73968148017175	0.0	0.0	0.0	0.0	756.1536756902518	502.6799147746382	1498.1074081058148	520.5381356127139	622.9167425079743	0.0	0.0	6097.18932783308	4766.185107671528	5882.78886377844	5965.507329723264	4496.381086719734	5102.181986033754	1429.878425664528	2645.471005551529	590.4201505329928	0.0	319.97417085160623	643.9898491240403	31.97924194091226	175.38016843658932	7615.901866320392	10433.59415614706	3077.5250547218498	4170.148334291261	3585.7449543967423
PWY-2942	L-lysine biosynthesis III	36841.41051763546	11633.47652724311	38321.67388332293	117.50898972436798	44649.7592452786	32837.014797374766	23781.275285666397	23885.756243271444	28891.69198439958	20401.13170836261	87287.56097175994	13892.032205599888	76574.13177789772	64220.02545709927	73913.75478799474	37426.57972196273	32314.56069146546	20121.070704277136	38500.78425062271	35485.70239136472	54263.08818763725	74560.26208579175	58251.31393378326	61314.91642620751	50152.3102738356	95632.46632528125	8273.39799855361	20831.82302044365	44297.30303690681	61575.520773296026	41555.7836622188	47040.38255932476	51555.20374388398	49028.69782790227	29505.79070350662	35659.236376654946	27723.875438803338	119.37178038018624	19325.335475118314	39293.38306023682	37000.176696166	37365.04735715432	51883.30542687409	56157.61253371612	43597.56798327613	55237.17245130161	67843.57103383949
PWY-3001	superpathway of L-isoleucine biosynthesis I	39182.07474081786	12190.251219492578	40189.003501453306	126.57764091081351	47382.22354298392	34498.07469259255	22978.950194253117	24734.71580005289	30251.68572824733	19567.67407533507	89358.10717051591	13942.5190226563	78148.14109659762	66099.1607625222	74575.0385774951	38557.03760298852	34107.146007706964	18996.125821511218	40718.14971118316	35303.33664166343	58167.36331819164	79902.49232381266	63419.08313857943	71829.60267962706	57251.84166099242	107656.61352261312	8773.633963420478	21435.45242636708	45211.15586126236	62471.5630158204	43420.87549906486	48213.656877443726	52869.12134561506	50048.8558566877	30408.30825676232	36847.39369530818	29299.70182784633	126.82919234776377	20564.342838203414	42177.75266875714	39505.73617684419	39818.79655378723	54724.600746386845	58778.85094277211	45814.47921828469	57744.14223610048	70928.97198123245
PWY-3081	L-lysine biosynthesis V	18.428026535870803	0.0	29.98408060766912	0.0	28.199048182789102	38.98945839889033	0.0	0.0	25.29063689809372	12.631172883428896	191.69058366446552	9.798096066439758	429.7183302744483	974.5271541763984	408.91628885878697	51.49362867471863	19.490771265456583	16.648337306905102	45.685790383042495	20.496974369907026	204.10477519329064	404.8284014392394	260.467812782985	244.3249868018765	251.35131929017703	922.8380548734748	0.0	0.0	17.20677218277918	0.0	0.0	0.0	33.69963146540591	0.0	12.579858292506222	34.79329651649401	19.3799271841388	0.0	18.558367917348644	61.78651042980082	74.5802355536994	118.10144621217653	93.78736083100742	148.50554856139627	165.83160342327287	158.6516610584316	310.44408154697686
PWY-3661	glycine betaine degradation I	0.0	0.0	9.9860650584073	0.0	0.0	52.3218652881007	71.46260503513892	261.27849211036266	327.22398205562905	24.837177525992875	7869.082877251745	1428.9802726593434	21743.63326708402	5105.545588292936	7635.732143060646	19.955871271408387	64.62386637898658	0.0	0.0	0.0	14.98979308728596	1016.092265020681	1968.326297905109	2396.966270324625	1869.7473836322988	1442.382172699795	707.3472844217372	2645.550962792968	2818.660674272422	6556.879010903142	3082.880170812354	3592.003470727354	3073.709479286842	4889.693530697023	239.6505326963258	647.6875790104353	0.0	0.0	0.0	34.952943138525946	0.0	0.0	1801.838967063802	1156.9911177379824	824.967751309857	1808.0182098565651	2852.8682054207816
PWY-3781	aerobic respiration I (cytochrome c)	38979.080599682085	11166.33683971189	46492.2278941217	198.74229242778668	51733.4526359789	43097.51567038301	57231.00342622698	49248.1670767576	60311.64095622697	47292.1290503811	210396.20076213736	33374.76199535518	183408.74621642585	165783.09252740483	178160.1763215331	76602.23674104598	66439.05421609427	42577.6190882809	76283.57823715586	66924.67038017145	116140.9575480535	160895.17574854617	119186.55114497348	158230.07843195376	114894.35523605744	211014.1462536301	21078.17202766521	55232.28142062882	76984.33725444318	111602.03858713002	70775.34513469756	67839.20601863782	88953.54425795733	76349.3920732044	56436.75351801768	60014.12905128088	66044.33469711099	312.5309152934763	38766.82380344974	82530.24507633399	66210.57401960144	64328.547336493	103923.61052743768	107546.96249674376	94643.6515858138	119526.92383933386	145069.97186714775
PWY-3801	sucrose degradation II (sucrose synthase)	117.80870283074096	0.0	189.25990840015672	0.0	174.84024668982977	59.26632338266487	0.0	0.0	0.0	0.0	1426.2757516263557	584.7654577162174	4244.665363571691	900.6334651085728	149.65499898346042	0.0	0.0	0.0	0.0	0.0	59.8763713840371	4907.715361591112	149.48834448324115	754.8853601984879	460.0823890124423	2343.006649925172	0.0	0.0	0.0	119.69507509386264	178.87830279709286	0.0	253.51949502384545	179.1076442591162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.4395593773093	134.57311635453104	414.52542425657725	1080.87855884211	695.1791424049461
PWY-3941	&beta;-alanine biosynthesis II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.772322941253197	0.0	52.96559817472504	94.69015869101275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.51050507584248	21.0302339090811	9.041176945665647	0.0	0.0	0.0	24.4036272642347	51.90740240054463	28.44475500112541	21.335063983411064	34.34266414195975	37.99735653791255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.995580702517193	4.874523746202671	4.997629136294612	3.0692490574156093	13.261291151043723
PWY-4361	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1868.4569063105207	254.5714120590941	731.1173455646018	7155.417987942557	6974.313132069778	11.784782335171952	71.15840722688161	0.0	0.0	0.0	0.0	617.3414027180941	327.41220983081234	488.2383896641831	189.0924868182332	177.66067907763957	0.0	0.0	248.0349222343419	220.0102256716009	63.55990731270158	63.476693760415074	121.01369543947813	325.9605581884562	0.0	7.154681205007082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.187272894556948	0.0	10.770846299115798	0.0
PWY-4722	creatinine degradation II	0.0	0.0	4.495443183187598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.9025704207542	0.0	0.0	86.85559622172649	0.0	0.0	0.0	0.0	0.0	0.0	17.969354190271325	0.0	0.0	78.90086342140444	50.930518884439294	0.0	0.0	148.5383048941293	0.0	0.0	0.0	0.0	0.0	0.0	8.975582292733236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4984	urea cycle	157.09370699660585	24.96772697228996	362.9084381545637	37.89266340779242	229.28747610733149	358.8623337115843	327.64435483228465	603.6506072281974	586.4532887503474	276.92421459080987	44523.5005844832	5752.456186129785	35153.76067986819	33962.608305260066	40383.10587939953	592.8086193022403	598.3392633938979	507.8610385130012	441.7453407792812	510.0033207545504	1968.74067627527	11088.761939382026	10096.973525012416	12173.899992989987	9210.928973603042	12375.684248931855	1034.6116334107487	8043.63813193645	10334.862853000295	14635.07698662104	11376.322455125595	14604.537832779708	14494.949447957692	18287.820580205105	521.4768193015517	491.4441600373824	563.5253375632765	0.0	62.373589700432575	1017.8230642377384	380.05150894080975	672.3007391990642	11557.09063686006	14772.576189368729	10896.842036135087	13395.648572744572	18287.354004907625
PWY-5005	biotin biosynthesis II	789.7004622500841	175.00364136146118	601.0301578436095	12.78623411938422	970.9518559376056	721.2312097535955	1048.884205484982	960.9239238649336	437.0785646180571	178.66483597565394	359.0868586434224	229.63737366705985	708.2471602542371	229.34930721598056	1923.5561371145004	539.9077407085394	868.2414044040942	562.3707949947108	806.1944254094061	818.2685719056631	1644.412172614948	3931.853011018027	5186.291113600732	745.6628051030126	1007.8727268686696	6772.956355853313	4.798093661780249	0.0	94.47602621844096	129.24737945831296	49.07170480739371	131.1636079223099	15.589952006632013	59.849085686602365	225.26452486002543	130.32391232154376	1361.946209975449	0.0	334.9510135427481	1686.1884328441922	848.5783111831404	1314.9407535961536	3630.921782971823	2872.5928402667546	1511.6672024516129	1633.4952123689204	2008.613639527028
PWY-5022	4-aminobutanoate degradation V	2683.0257976095845	593.9518242005915	2964.159940786724	19.158665231431648	2787.910790643079	3069.141776456554	1557.2085968705796	4494.012627632703	2853.0402008817487	1193.9639375810566	34581.665793060754	4418.867428107541	28283.54127698587	28009.628846319854	29893.10031807088	2488.966365939541	2136.322735354669	1400.9212991922775	3781.328700963625	2417.4328219432823	3397.9312605330724	10779.274725936037	11796.954799352628	18415.890726259127	10057.731115257588	16890.761658268657	8435.543987177143	19729.097321514742	9284.422998436146	12695.458135237364	8116.926705787484	7880.802647772635	8208.262536448652	9488.65872848558	5266.56796750078	3392.4307745146534	2254.296127609085	4.11764705882353	1854.8343576932737	3588.417363290472	3449.571597360307	3272.8325250861626	12324.725392945737	14032.959189731666	8512.279157172958	11011.810829079594	13336.76874542098
PWY-5028	L-histidine degradation II	24.68598644411137	0.0	55.71425877366101	0.0	14.908828769714711	104.73939236947646	143.3133584702263	421.6522809481745	248.15719633715912	93.0555507031244	20327.92009178284	2772.1266629951933	18463.28695924629	14801.758614604923	21944.224896648284	329.86695114451487	307.45164981011993	94.3558267530114	127.77670458911678	162.54549969717965	159.53181247509886	7292.172817488973	4480.289334833986	8051.19166243798	5274.016932135853	7141.371449870879	6780.414963425977	15869.676789491356	2238.948853170939	3423.1778024861324	2410.1348585130363	1854.416773146993	2826.232818889793	3517.18208797365	281.62805233167643	430.1560160942214	866.7849852890089	3.2591344448385957	86.35802463270738	303.09890722663704	93.30090130162375	231.41007766966908	2678.595443895661	3473.515596975048	3742.311514311455	5428.354059170871	7582.914605140227
PWY-5088	L-glutamate degradation VIII (to propanoate)	0.0	0.0	0.0	0.0	0.0	0.0	59.114329495688935	104.6222632208791	190.10639443983047	56.97264784378595	2376.366169060392	418.96767245736777	1512.035490698101	984.7745588960216	398.55402823522047	0.0	0.0	0.0	5.120209041180178	0.0	0.0	1602.4341965231883	2618.5024400519696	393.9842161874424	191.9773942426452	759.0660182262814	0.0	0.0	390.77082639993847	561.093498305637	479.4648738981606	510.5445120791194	382.2823954329672	663.7751696667463	93.6124206489353	53.6882706842633	109.9179399083518	0.0	0.0	0.0	0.0	0.0	218.44937638111597	176.44347897450413	59.98267302068002	11.91933724813506	31.12052065686601
PWY-5097	L-lysine biosynthesis VI	36555.20537565185	11537.503131725396	38074.43974291729	115.96652099741274	44377.5248072146	32530.29733953352	23483.68549222635	23592.934154989864	28573.01989375336	20074.86378562423	83328.09332046163	13299.882362105696	72853.74985864594	60065.61712778969	69978.27248414204	37078.09991243408	32100.33372569127	19825.064596182103	38181.60645400855	35110.54962335571	53872.232846738894	71985.12198365807	55886.04715340004	56952.5958859395	47635.74222881216	92113.18180396874	8411.348652417391	21163.270535850763	42022.31226928222	58442.19700671856	39239.46694199093	44675.66410649965	49143.85325350532	46148.63071117002	29026.547537768616	35010.51687059455	27445.49781545261	119.39008062017028	19211.86012006597	38954.4392491886	36745.18816644091	37109.92245880394	49507.99765393992	53363.3746390699	41907.45818506036	53036.73549207374	64954.4541910471
PWY-5100	pyruvate fermentation to acetate and lactate II	13795.0139604205	3529.289138510922	16714.876965883414	96.01281283994112	18342.7328064418	12639.595335985416	11567.464218848636	11927.820864118668	15329.092276919611	10776.12415387406	41467.11357874231	7098.894448083925	35704.47234691963	26352.05961775577	33807.17718938572	17946.502631839114	13088.6498985764	7125.350773066847	15635.661609701789	13161.554112667916	21105.15431956801	33166.86781244539	26460.966927315243	23730.79394694644	21233.89930145767	40853.11911317804	356.29723474303046	1993.2908820776036	30852.147091434083	48323.65243488581	28368.82449746401	36393.901730850135	40968.22322769747	35989.81495561392	14745.61667904183	16012.874838369238	11954.105602695365	53.599820345834274	8779.622646520607	18930.649470842865	15625.663090842016	16204.061480827017	27261.53220453283	31452.1507703026	21645.49861429959	26781.61689526502	31681.08199059778
PWY-5101	L-isoleucine biosynthesis II	51761.677469742135	16757.769032364904	53630.5359440599	138.04857504025486	62866.809175473405	46045.502747142375	29164.690946568186	31073.956250921347	36939.3851764769	24895.416347000148	119508.18424466462	18439.7739983509	115107.77538578452	87449.76540913641	99208.08513296934	49634.22635394453	42976.60746998045	26297.98025406954	53578.09713688283	47307.538157807816	74094.13702913474	104650.95516887931	79154.94490604116	95190.69171495528	73205.8208844601	133125.04852500162	10787.268982389343	28198.50644270401	54378.09436395231	78315.27486514019	51232.14194919924	57437.36974067802	67380.09430743253	61949.44437240595	38267.54175363596	46209.80535350182	37650.441829832576	161.01252646244149	26291.062746881285	53454.84757368379	51070.01942640489	51163.442347980286	65290.55434729008	70701.12135870194	57561.35980033298	73495.04001057617	90817.65908041075
PWY-5103	L-isoleucine biosynthesis III	43484.52006554693	14011.63222931856	44907.07740481772	119.40267958823368	52731.02003634841	38689.1228146428	24998.38892092151	26257.02737740867	31518.80443834969	21356.59491850956	94101.20819694288	14321.398519876391	82636.94490341058	68894.26240277357	77587.86144766264	42293.066934957824	36913.36597071722	22164.055646017656	44517.32986537508	39819.33180525302	62888.67097934122	85308.79782356558	66059.25085193953	76677.99384730274	60435.28671924533	112003.8781834058	9124.152998222218	23348.34962623792	44110.54950582772	61996.5649544131	41901.61289029216	47098.48763089036	53703.284558253166	49781.56393452654	32379.422975460435	39407.97886744588	32151.808719936456	136.29829540185114	22064.539024378304	44967.67562476854	42794.36143128188	42884.15495975471	54840.88213701357	59007.91207177909	47426.16356074136	60409.02485561767	74092.4517398654
