pathway	description	P37057_1001	P37057_1002	P37057_1003	P37057_1004	P37057_1067	P37057_1068	P37057_1013	P37057_1014	P37057_1015	P37057_1016	P37057_1021	P37057_1022	P37057_1023	P37057_1025	P37057_1026	P37057_1037	P37057_1039	P37057_1050	P37057_1052	P37057_1055	P37057_1057	P37057_1061	P37057_1062	P37057_1065	P37057_1066	P37057_1084	P37057_1018	P37057_1019	P37057_1030	P37057_1031	P37057_1032	P37057_1033	P37057_1034	P37057_1035	P37057_1036	P37057_1038	P37057_1047	P37057_1048	P37057_1049	P37057_1051	P37057_1054	P37057_1056	P37057_1059	P37057_1060	P37057_1063	P37057_1064	P37057_1083
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	638.1995702460424	87.2146954860907	770.849625288278	0.0	496.23729046200384	470.1576362431235	619.3484104844164	1017.8492882218012	1175.422835376806	745.1341597067969	15856.116510913598	2453.218269567408	14146.066654109089	20253.38765292613	18274.514226578453	1021.853600123832	631.9271248206321	301.94275441502185	696.9329420481496	660.0060552019291	2046.674773000359	6577.601533999573	5025.16038046426	8256.914909195122	9093.49952910359	10624.670497266718	222.1151161958352	1677.5900559594777	4528.507557251071	5760.229566118964	4360.284601196312	3225.011527947721	6726.317492679938	4980.301530424121	939.0890901242224	1564.692957302693	1056.0736588878726	0.0	387.7179356071306	1847.1821834769764	794.8923010789158	1064.7913034583644	7342.93479631915	7768.809453201144	4301.579289809758	5268.390834054464	7125.110970110872
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	495.1828942551192	39.92808054726749	543.5779769581973	0.0	384.2011048845615	332.98416070591287	391.7165246325701	658.6100994504158	816.8190162210301	409.5843801993292	9537.628979900022	1567.761450704627	10499.795976180165	10943.623084033585	11389.97858917249	649.2889897905071	452.7166754674256	156.77999636516648	473.6253632658738	313.8605927545768	1297.4733320374503	4361.653575272466	3942.262502066001	5464.282537239959	5646.922954641442	8049.469841538175	129.1697127120368	993.0429698830268	2890.491961369304	3258.556898327004	2876.006380980053	1625.822542090442	5153.415175279354	2793.09451659197	672.2571299748231	1041.8748119375866	381.1410489000989	0.0	187.51890675664512	1513.6664813194557	525.6898810081515	866.246889923405	4548.068827509956	5640.454732920822	3100.843598446176	3797.478441060545	4918.188553767253
PWY-5863	superpathway of phylloquinol biosynthesis	327.09873471664923	44.04898083850302	394.77146434264495	0.0	251.6830074598399	239.6357638712912	320.7192395130064	536.6424118298157	612.3556661469254	395.9392313317756	11233.553512291071	1585.3409340274604	9538.309403012136	15317.819794867006	14295.21302757343	539.1795148111052	322.7598492501832	156.4000153127374	361.1026430442087	342.3567829717844	1094.838409553201	3762.624537017905	2812.389287864164	4474.890369441181	5238.437690860989	5918.712471410276	154.35517827194164	1354.3209531484351	2815.00943416	3702.898254749846	2575.5733713682444	1881.402606866864	4181.58629617419	3138.789688304476	497.61102732202335	882.1291284221895	641.4314689246464	0.0	200.78993608108684	996.436050157173	412.9079831131015	559.3145626826979	4494.621231563693	4797.68738851997	2628.843257160468	3206.9364697004576	4427.990377840839
PWY-5896	superpathway of menaquinol-10 biosynthesis	737.4799982892481	59.78183639861921	809.0814969215858	0.0	573.6481243092426	496.7541638452639	582.687265469772	975.5084634100804	1208.1791461483704	607.8306407082688	13391.07798644653	2214.474536959491	14560.66158555111	14988.658737030408	15630.742147833984	965.043521936365	674.2182798496092	234.1430084566716	705.6678674028517	468.4788223836471	1922.7040402194525	6359.456216770795	5731.343786223477	7913.643652073901	8089.246066113838	11643.913170705062	192.02305706681213	1449.924202310467	4161.124232466991	4727.197377270186	4120.415938235019	2369.196740872555	7204.2212532691765	4005.470898307423	997.5793955955482	1259.6074706724148	568.0718377443399	0.0	279.8385259933156	2226.934271708299	782.4849149231644	1283.1299763722504	6513.722467162973	7993.469296315307	4468.436305905441	5479.838029428679	7078.1248640002095
PWY-5897	superpathway of menaquinol-11 biosynthesis	834.4770847166238	114.27011437174971	1006.4912581299708	0.0	649.5821988521105	615.0197679113513	808.5391578766931	1325.9300377259117	1527.8876015053247	971.3252576587784	19933.239315982693	3093.0884511930926	17739.62996875314	24704.175288100854	22691.56224521446	1335.6625672263374	825.4964611186982	395.555818225772	911.9946788166968	863.5092032355036	2669.993525382304	8499.316545401633	6494.165388030427	10543.931671188777	11513.300346380654	13644.239540477676	298.5721885111123	2232.9627573861053	5823.280123950169	7482.396086382435	5548.615461541835	4141.783959184091	8492.498073724166	6338.128827901858	1228.0223886393917	2054.400133596795	1399.0520005370574	0.0	507.0839113695437	2404.1555183026985	1039.1602871959633	1389.859509030664	9335.001497695052	9852.594965796125	5540.533918044499	6793.460595721541	9163.92842933732
PWY-5898	superpathway of menaquinol-12 biosynthesis	834.4770847166238	114.27011437174971	1006.4912581299708	0.0	649.5821988521105	615.0197679113513	808.5391578766931	1325.9300377259117	1527.8876015053247	971.3252576587784	19933.239315982693	3093.0884511930926	17739.62996875314	24704.175288100854	22691.56224521446	1335.6625672263374	825.4964611186982	395.555818225772	911.9946788166968	863.5092032355036	2669.993525382304	8499.316545401633	6494.165388030427	10543.931671188777	11513.300346380654	13644.239540477676	298.5721885111123	2232.9627573861053	5823.280123950169	7482.396086382435	5548.615461541835	4141.783959184091	8492.498073724166	6338.128827901858	1228.0223886393917	2054.400133596795	1399.0520005370574	0.0	507.0839113695437	2404.1555183026985	1039.1602871959633	1389.859509030664	9335.001497695052	9852.594965796125	5540.533918044499	6793.460595721541	9163.92842933732
PWY-5899	superpathway of menaquinol-13 biosynthesis	834.4770847166238	114.27011437174971	1006.4912581299708	0.0	649.5821988521105	615.0197679113513	808.5391578766931	1325.9300377259117	1527.8876015053247	971.3252576587784	19933.239315982693	3093.0884511930926	17739.62996875314	24704.175288100854	22691.56224521446	1335.6625672263374	825.4964611186982	395.555818225772	911.9946788166968	863.5092032355036	2669.993525382304	8499.316545401633	6494.165388030427	10543.931671188777	11513.300346380654	13644.239540477676	298.5721885111123	2232.9627573861053	5823.280123950169	7482.396086382435	5548.615461541835	4141.783959184091	8492.498073724166	6338.128827901858	1228.0223886393917	2054.400133596795	1399.0520005370574	0.0	507.0839113695437	2404.1555183026985	1039.1602871959633	1389.859509030664	9335.001497695052	9852.594965796125	5540.533918044499	6793.460595721541	9163.92842933732
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	583.7468301993177	222.80762657299616	734.0168163442986	0.0	712.9490536802911	450.0967625666029	282.08989006384326	55.61649220467597	251.5954150867513	104.31304003336666	1036.4703225055732	27.136722564040557	1391.917712342335	2760.1200706356844	6539.9417570816895	342.52594853109423	254.01994511801703	120.55505796473886	311.8192574678334	257.7359409249813	1054.629836031383	2596.721521783838	2696.214259620906	1678.6268355095788	1476.8022353816443	5910.900865364593	0.0	9.298517934345789	2048.221839325734	1188.4179653468343	1819.489059491882	562.7782924320377	634.6518108152494	572.8991206203727	580.24625449114	598.1748331956751	113.84616941664927	0.0	215.9533947333325	303.75883780925074	379.82951526216846	498.0044024976954	364.474365519312	370.15193908827297	265.9569764371952	295.42947991002234	343.10334193683696
PWY-5913	TCA cycle VI (obligate autotrophs)	12887.984948217078	2864.211873502401	16552.820011416774	106.3877159309021	16871.090562111203	12138.736838637731	15020.861073507496	18542.69050450704	18749.450038232164	11026.830418906831	47886.23551370511	8132.455066371443	45599.27132567853	38711.490830813695	47470.20189903359	15701.943156052095	15058.67015449291	9956.611771918591	19783.292165142066	13061.68450967174	22702.048452937823	41031.64114168494	32254.7833430004	30976.67740785812	26871.603071788468	54881.44544108647	7326.72955365684	18293.84577871108	32001.013345025483	38365.77482535716	32504.924976949955	29351.219806095563	39406.03569732475	34618.8960614844	22439.895080251983	24416.123627166427	18056.325406514414	89.61075120978718	10653.139414636767	24064.922417795828	19206.91086345305	17244.118148872945	36176.10942786448	40926.02415739774	24776.36897406679	28440.83721565525	37034.978805008046
PWY-5918	superpathay of heme biosynthesis from glutamate	3636.115047410611	901.7556336251524	3581.1030317147447	66.38345735865555	5472.151817796428	4674.45900016029	14964.677162644595	7119.728151432162	15652.029557329011	12835.532492512137	53704.00742258324	8415.627206777759	48752.22658444988	42855.43358357047	48417.01399786516	18307.5643086962	18941.38621998532	10828.70387778602	15978.65014408624	14063.292047186773	13607.8741005234	36372.158189851216	24534.58276387281	34071.37360720125	23849.595431335914	38991.852679644966	7148.425556830774	18016.80085100101	22985.10898170568	29029.64549964977	23144.167057062205	21936.02760505355	28985.02987426981	22718.74134519033	10375.176560501275	12366.890053337776	11174.423232941568	44.96400707046806	5482.007563038112	13363.24187692718	10540.76162943329	10941.447819962645	25620.71443452033	27121.59912020702	22217.08311558777	28743.35252350889	34766.114291801205
PWY-5920	superpathway of heme biosynthesis from glycine	1227.608630987875	213.4044725906417	1732.0288556130135	16.23997384798486	1170.217404153356	2354.809242352196	3351.5249370018264	3756.637971518508	3895.690295430241	1929.558324968718	42742.68642439414	5123.727065913891	34041.62713404695	33131.66005965842	38712.87929163246	4712.0195142898265	3469.06688607617	2955.152233063626	10611.953567760114	3256.790678141181	7904.991600369516	22446.368101946944	16228.134816394791	20747.408110180226	15405.61774500804	25807.530678712028	326.48069870117814	3660.708986232653	17405.35632739459	22211.767048374106	18410.860010284458	14840.804058086942	19082.862985307616	16919.531903332398	3558.349128552377	4536.122247893319	5707.762747367511	28.08348960008913	2742.2546957395625	5517.730005866904	6493.818812016574	5313.914938106019	17995.812118006663	19277.78394407629	16249.444800255556	19139.59112668201	24297.75539549629
PWY-5941	glycogen degradation II (eukaryotic)	0.0	0.0	289.5573780075755	0.0	0.0	23.485645230181	0.0	0.0	0.0	19.962344814979687	7795.631788585645	982.0468206587008	9193.994381068696	2991.2750392258504	4452.293349180073	0.0	0.0	0.0	0.0	0.0	0.0	2242.9510519771798	2195.943505020714	954.0676041919374	959.004313428734	1984.667298267979	126.2543309081145	687.9244134339589	2032.8303831450107	4092.689866977989	1322.4225856140415	2544.7526419654205	2140.784660174992	2704.464266697089	0.0	0.0	731.6933531435245	0.0	0.0	0.0	15.982477701016812	0.0	661.7272071348467	495.4583451345196	680.2327672200581	581.0326464402601	836.3091891210341
PWY-5971	palmitate biosynthesis II (bacteria and plants)	851.6634543678139	73.96339651633247	1760.446578560552	0.0	486.4288477442807	1613.0818263996862	2519.5229586451824	2481.368923021998	3687.9538601239374	2037.9698371236288	32746.13241544689	5695.381619621719	36291.7112190472	31910.24390388708	43840.20069491901	10770.605908434134	13414.40655751712	3365.3384660926813	3455.612429293788	4174.791077485623	5641.599807799195	19434.961824702717	24062.57659783163	28920.08601445518	20887.46878366747	29003.08883302397	0.0	394.7806076234649	7248.411615201289	9004.39302981497	5278.506522570087	2642.052988427268	1661.7540918374643	12170.21438948769	7159.072238455113	5951.844421511425	0.0	0.0	3062.7332858669656	3745.451288029	3248.6357241325004	3035.755918014292	11991.660558279074	14114.215549635448	8459.106853065698	12955.348283498066	13567.985396409134
PWY-5973	cis-vaccenate biosynthesis	27100.365977759226	7705.767286490879	27277.127015739872	139.88465456391995	32619.76794617094	24813.64908485703	26247.661202423064	23332.46167796401	31726.77226749001	21697.73277415296	100118.0230669818	16786.157602569398	100617.45358139476	79100.54075586499	92803.17880997476	36527.819000135525	34441.577029623215	19531.432795332454	40474.63836985852	30889.99719479753	52381.38514476999	88248.22217665943	71106.11610294273	81163.4725827355	65659.71282376046	117159.0898295146	11274.462838714817	28097.240509796346	47341.15871427431	69635.42331371886	43750.93790257556	48805.831927544416	55521.05881543964	53942.46086441168	29333.10401555743	31259.424439987783	28172.27427669579	148.0036112359444	18199.74986285697	39183.91177620674	35536.65770123005	33654.118937450585	58001.580632947625	64114.74019496197	54847.6274688701	69977.20365997822	83553.78831682196
PWY-5989	stearate biosynthesis II (bacteria and plants)	683.364703794265	50.52246910605434	1592.9690000473297	81.95214499206652	396.35466712198655	6027.516841856757	12625.519522391363	8538.50248565222	9445.210312781091	10931.157017074764	58976.85841315895	11576.044609184652	61696.66728079113	41907.25161772184	63626.22531381147	12707.810572899709	17832.01472951943	3938.470810105122	14737.313961448042	4057.527867123644	5938.141961554933	35719.798191437265	25701.415298462056	37013.37444679606	24309.39326947257	35495.41205993762	11662.17300316235	28796.875706202965	11678.965046168278	21072.14324490902	9734.631588827331	10757.846042297637	20534.83786016809	16041.28611531408	7261.32118427432	7567.6407433805	11782.088467971917	86.85903066870114	4187.450337885052	8675.575517754027	8929.70640516801	7808.731133641378	20348.377225870907	21236.18875267979	18369.524502828943	24265.158294264445	29503.557358970465
PWY-6071	superpathway of phenylethylamine degradation	156.7225627798799	17.2123519538066	262.2577375250389	0.0	131.0781592048318	148.75567276006203	16.85717635300138	33.443502108419715	22.237267051994976	45.6348951953277	6352.368217976485	1198.5034300459631	3642.9866548699897	4705.394034253128	3996.756281719557	110.90590196583474	126.2982923889827	31.57681902851435	70.07748339235226	67.63024085458589	104.2075082697135	965.112696491484	1135.6187796839806	1438.993378277131	1507.4315294497412	1263.8707687997455	56.93835335611125	851.3048396967565	864.6240631007599	1702.566462228822	586.0787247320387	886.3319781073972	867.8213152035909	1403.450018077558	62.60642564935537	69.93758052798155	16.419022729068427	0.0	54.6352101791796	74.67063097760042	76.4391842089776	92.79719292610493	498.5932975138222	415.33204946259474	503.3717949849976	752.0243247364517	1123.3322967804595
PWY-6107	chlorosalicylate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.09142857142857	59.14492753623189	0.0	714.0893546740579	155.39931818181816	1196.954097945164	449.2862786268253	253.32163043478263	0.0	0.0	0.0	0.0	0.0	0.0	342.0941026216808	430.6680734332137	78.76238240052577	310.6336917843982	423.7553043381412	30.702531645569614	208.38748035620745	214.33527352586648	614.7594278002011	281.8406020477263	249.51441578148712	365.3256070587676	468.1987455595027	0.0	0.0	0.0	0.0	0.0	10.479956367602943	0.0	0.0	111.56743311961088	284.3613315269983	40.19412587412588	62.51337931034483	93.72237460815047
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	40687.31750267968	12838.77515205312	42411.156539354975	120.33175260548602	49428.62067336006	35922.314270776726	25543.218198706807	25975.520120465422	31990.08257274627	21307.453108969683	84152.50157016482	14103.111373877626	73182.79800238456	61039.60914327487	72062.15153235104	39945.168877085634	35821.78127395073	21236.891952677124	41410.33074119969	37841.97703873324	58585.585502412345	74948.39554923608	58344.423837546165	55015.68894480521	47465.50972938493	95289.509578899	7718.365334905903	19772.707550681167	41482.62433142649	57887.14894779248	37754.54956882354	42439.702573071176	49065.55505080692	43820.131232907246	31322.338238337397	37672.48311540259	30806.660554131755	134.31832492329772	21104.326022920053	43488.77336141899	40182.60923531869	40505.14425440528	50825.10896737198	54467.501432166544	43363.01310810138	54502.568750634025	66789.0128496707
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	41951.071686274736	13220.364342127368	43722.49827526026	122.76271660145332	50941.26133668386	36979.89643856854	24766.8516607529	26552.64850495212	31647.56908415125	20806.57003554144	83245.14170789452	13892.101244964617	72126.9677499119	60545.90402941276	70326.40141041919	40461.88908492717	35270.96027784893	20836.188280559218	42857.30638188952	38217.310433163984	60429.65552557503	74927.4487488767	59269.33435515608	55445.40502064762	48341.7136954607	97055.48627837808	6997.061238601912	18053.236063238168	42469.21283051766	59358.72536728174	38710.27597646396	43041.128402822615	49143.37356343867	44452.78092633464	32429.084523668364	38961.31126778734	31037.47789194938	136.13839514413897	21865.28782198489	44775.80715710323	41667.21694334381	41942.5819212061	51204.56112868692	55052.78988428217	43055.40326746027	53970.85708644464	66300.12391142007
PWY-6123	inosine-5'-phosphate biosynthesis I	36807.52225303187	11650.980190419472	38194.15104365684	111.14248340939416	44738.59121687297	32529.625473837557	22546.859098263016	22544.35901723255	28333.39857779822	19034.692287852515	72748.24456638152	12150.104888466049	63057.25263245	53214.13913140127	61023.746062699385	35918.23570412578	31678.22794591172	18680.554274235332	37384.2464069762	33902.16422686723	53293.16547331128	67132.26269464895	52638.892300520805	52621.33915091154	44642.9450218111	87858.56226730238	6883.791714409021	17232.02293823954	37302.07338249908	55142.37228177872	33459.65761928864	38606.978097156985	43142.7472989784	39375.706013829535	26539.103089095544	31147.392283352707	25644.497132769982	118.3212723284972	19059.42230224874	38844.19321487682	36395.74781741762	36783.44844427816	44890.464146516	48455.67585460814	38048.65956059502	47942.16921260086	58558.21080674788
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	34893.483002713336	11305.14560546912	37404.67809985216	94.31954587658517	43215.054266472536	32042.01404402504	23867.52719986485	23122.2540839626	29534.09515942934	19972.6322171331	84741.73559601737	13578.146922331764	72859.58473279238	62857.34357109659	71408.32333272978	36542.361015260205	32770.48530550495	19240.60601138041	37658.35871050428	33719.04821906597	53457.14814267252	71728.00019303961	55991.72971287751	64441.325012351794	50913.11651841304	95610.89284983816	7621.7815094260195	19530.8314632356	36268.154526222825	51874.60602571147	33763.170304129526	36020.42955066345	46431.97122567564	40530.92749466715	27488.388533528767	31734.778878373163	26096.570491451173	119.5104744909788	18203.31240552578	38599.3482053932	35034.28068605717	35202.75756607006	46494.01479097166	49311.84957024239	39375.88222250757	50158.01056029752	60563.43241383108
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	37343.31035524842	12107.26854847485	39682.96376453005	107.302108432432	46142.990022897706	34461.538610707445	25658.84674479788	24416.39135306954	31820.099786185005	21628.44727315661	86320.42229603308	14211.906632748756	75658.06990610817	64782.12851137896	72818.1062056695	39458.25218027385	35405.8988742826	20680.7658860251	40247.54757027196	36200.92353197053	57779.24132883764	78779.52192455724	61586.09687555611	68919.36934590222	55415.33956915658	104940.6611900573	8442.70161785385	21795.072338021557	39956.36654106772	57651.97204015915	36516.199140675206	39819.79988515681	48115.0076580247	43586.39737024011	29269.126245252268	34540.83173607323	28803.610902632496	129.08788386193592	19345.527136554323	41237.87798884238	37350.4090549327	37604.25201078194	51129.84661781658	54246.54526355042	43211.84009326503	54918.63959437285	66434.59021392219
PWY-6141	archaetidylserine and archaetidylethanolamine biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.515722643128552	9.279019214430845	0.0	54.17175495818581	76.6538598791418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.218737904033248	0.0	0.0	0.0	0.0	0.0	3.312405446429715	0.0	0.0	0.0	0.0	0.0	0.0	14.141701999499434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6143	CMP-pseudaminate biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4129244249726176	21.455461314506053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.372779596460918	2.538034084702452	8.938041396952165	1.605095541401274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6145	superpathway of sialic acids and CMP-sialic acids biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.63639148789824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	22287.77203066021	6859.52998790779	22569.351190071084	64.6444365192582	25768.22054258798	19598.458298049045	18172.355765400007	15599.222782461373	20982.857037158086	16333.095836117773	65637.24747552506	10909.57572568088	60309.23571276957	51152.22655090068	62730.98437367681	26044.797506322517	22065.347335525108	14785.121077490789	27097.030178250763	25032.824030231543	27548.054255572453	42847.60350198396	31320.073764518216	41100.064951359374	30636.806082306048	51016.70383190657	9096.162613463775	22169.12683966834	31195.436423458217	44871.47849692715	30217.76603255424	33347.10402465674	36245.47765198011	34870.3456605551	18553.29883575507	22788.67660053164	13625.298816700397	67.26570814465474	12654.78949209844	25504.881550375147	24661.32244707518	25050.725127825557	31674.83855083886	34129.91762538135	26206.55041032838	33061.190616778724	41819.75813202206
PWY-6148	tetrahydromethanopterin biosynthesis	378.3801805791052	63.551471679547184	704.8098001197737	0.0	279.7370374797117	485.2099993009841	21.555067875935283	50.13725833789856	116.7523418508856	76.0346104764963	23.594211123154903	13.163195151702505	27.175446992068764	120.37154951029096	100.9793844259378	391.7319292207516	360.989530899669	174.5407438119818	441.4602774030596	380.05041339365033	1212.2581839773318	186.35479220947545	136.98950490578682	55.09534834984904	94.30805542731586	320.3374111819268	0.0	0.0	17.96811412777366	11.992180582804876	16.74793253877748	14.350568936142745	25.16443095008704	28.69134981334538	28.728806439716276	99.10649997802425	85.99648209273946	0.0	281.33811484784815	426.5786788910541	414.2338179242442	612.3855268492877	50.16256475843737	28.74384976822631	16.783133696650083	16.787442500030313	71.79319407741217
PWY-6151	S-adenosyl-L-methionine cycle I	1209.648761168888	345.0503866662214	1551.9351479664383	28.80738700793779	1397.8491131100238	1814.1904311617568	1090.216051885247	1298.4662270258625	1099.6758552937308	783.9449384967777	28357.0484793098	3505.169153485584	24509.47393545652	24715.38824410764	29376.71554517332	1478.0659034467662	934.9779596882382	581.7751592304243	890.6229948864606	943.585356625328	1879.3312178912915	14241.201899225916	9022.530673885662	11536.646906026765	9984.652799681397	13749.04924781024	2718.9303229946186	8890.879338200195	7275.656392493577	9787.460668144353	8624.173166248196	14499.086580865867	15736.833113202774	16231.175179328076	1581.0355818175613	1177.724578709213	4093.796711220479	4.821453775582216	595.333751285858	1048.8404248557465	722.3268736889129	1152.6872926617489	5546.304847479829	7523.10974960606	7792.971855228055	10765.247421593567	13627.47429201532
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	36392.8890116632	11462.980137044911	37960.47254646573	111.40402776088555	44330.64424440119	32501.41252493441	22640.31722479945	22928.175902019306	28182.716613574565	18994.844648089973	76167.14640378076	12560.06325875614	66995.0311920409	56123.341959547295	63812.55653080656	35692.224345168295	31307.44898241059	18427.49987055748	37025.809635313046	33591.511596633296	53123.030123652265	71018.93665708625	56155.264373273225	61853.20393021387	49577.85568607929	94712.4490660334	8923.20342184675	22269.445265318045	37610.634648917934	52221.876331905085	35014.35141501147	39871.99712100085	45639.11570057385	42194.94863230625	27505.13771363756	33138.310658980816	26752.94467808367	125.3752121532288	18891.713783802792	38158.35287499693	36053.43746772629	36462.08519287061	47312.46140458633	50449.118901926086	39202.59902358413	49457.74376566384	60629.38768459091
PWY-6165	chorismate biosynthesis II (archaea)	630.9482608440476	54.24268158851316	637.8686743738531	0.0	467.9669604776892	325.1097003689809	22.03733433880932	26.06161079965436	45.85418342485504	77.17048807341092	21.16069858716009	1.5945315843039711	44.0027832235296	146.06756063758704	12.893690393655625	195.4283442237665	130.67198337483484	70.6523870291277	189.03607318384005	176.21140112790093	252.49738696816303	84.31164063457622	373.7236134340539	62.38395479593003	144.18168074509012	86.92107661108322	0.0	0.0	49.18696683173452	39.27441370216089	53.55963266294143	46.64209825425883	1858.026710363536	92.47663253304772	68.17402832648565	117.96916195783194	38.84257256755812	0.0	131.60113577697234	207.14758716446696	245.9299712185241	298.42214499437955	43.25437279870828	188.70162346443595	54.06440877139867	29.01596544935706	49.26728966886425
PWY-6167	flavin biosynthesis II (archaea)	1845.6530921041965	346.3105896656587	3434.0688897903165	0.0	2898.3680163497875	1563.178406919974	33.29755384211009	114.13519748293236	117.59866345877016	80.45418628388191	46.50015977494808	18.31280808434568	0.0	145.94617791476398	134.66252759554976	875.2100634446741	796.1054492084186	239.0618220475669	1017.5532671529006	1052.4057475434886	2608.9125528756445	774.7148717026126	776.2336004602082	65.6485376570282	192.67692346118284	1262.6566437128176	0.0	0.0	12.714747461087272	0.0	47.98179521876259	0.0	0.0	0.0	182.72553640335383	167.82387490302213	37.408430388687776	0.0	901.939567010318	1176.9414607436506	1386.5378955763729	2156.787990620241	276.13285257073346	179.54970117296818	45.39803967686058	67.0644024875237	160.65812423483558
PWY-6174	mevalonate pathway II (archaea)	472.6542273224391	181.39021297305823	864.3299199628234	0.0	607.3292860581563	335.34538598099806	20.31526477632282	23.965969566267045	78.08435976843369	69.2731363942804	102.395479796946	18.81501369801122	40.49012831505686	382.8275910204016	259.54191683953803	233.20688514444055	173.4466586345362	80.126781719315	217.65030180167352	181.09219987253024	745.9369805595126	1371.731737229161	856.9685915881457	237.17167665014685	462.91185197695927	1586.8765070120576	0.0	0.0	229.62666796426345	116.46721623272842	198.83507786408285	131.61616864599452	103.5138846229954	184.44017518965808	54.72460141522057	118.13933238482488	68.00617718902566	0.0	154.40229993331042	209.27803861125395	276.53307427643153	378.9419309024832	61.85974932497151	37.97345835947769	34.37919779675437	13.909924062261968	37.94704780665538
PWY-6182	superpathway of salicylate degradation	55.83140911128085	0.0	125.411435812879	0.0	0.0	91.12453854965426	121.91549236928005	46.63133572947195	5.014704528680032	49.2214994360282	4297.647107372326	615.6429581548657	7444.821529853182	4146.340607806563	2784.0725700596363	129.94198315569753	172.86802868584465	5.950495966766759	16.20088580372971	9.192769455753648	12.284842838534177	2224.154564846325	981.9768575583944	1444.8419524364197	1429.3624050210742	2033.1548127434376	4504.158469888943	11412.04019395509	608.2357717834507	1100.284084548426	585.0703963564843	582.5583367412138	728.273111863069	831.5106816405909	30.835603320934805	33.2417722380246	667.8246245174151	1.707317073170732	95.89785990663384	58.14255588530014	0.0	0.0	353.6852021304894	738.9805666655119	342.516887787001	523.6167087554275	850.8722597944593
PWY-6185	4-methylcatechol degradation (ortho cleavage)	0.0	0.0	25.020141265706755	0.0	0.0	68.22156303599185	102.1469333356928	32.384939019631496	2.303513607277773	46.948360247355005	3993.749657021241	545.9384070727315	4716.154234783677	3904.128706477869	2358.963985083051	112.56325487574316	167.00994574954788	18.16210952218093	10.620649986287852	8.923098356088047	50.99326275978097	1454.0018331974393	779.9047142253203	1247.247263719794	994.5414815801068	973.5123065149528	4108.612427279068	11005.364611036077	456.63035407877607	842.8811942409628	358.6198800874626	402.3786913729847	460.3162975478969	701.0454840001804	12.905306394439869	24.907969174247476	655.5612485523084	0.0	0.0	65.73418376815559	0.0	11.31390554395678	259.48925954352234	223.3795801692091	260.2497798583248	398.6050267738862	599.7991708601818
PWY-621	sucrose degradation III (sucrose invertase)	352.93262693125496	28.572668968919583	678.7978137129097	12.952380952380953	249.0605443436401	1835.9663754489295	1734.9289926558354	1161.4217931580413	7505.113398198941	1031.968164587102	16394.827373917404	2318.9128580137503	13407.7230418379	11607.723274417418	21308.56553991032	1443.4694905710664	9072.442084263645	576.9201443313541	577.3130408512399	810.6705372363358	929.8822314432724	11470.190139632585	2949.102393335404	5129.746858273506	3039.244569591108	5481.175437951762	6457.8428170049065	15315.466477138272	3930.1798391996967	5217.679406859356	5020.815455438069	8457.479346395266	14305.310505867312	12126.424720073424	1681.9648023679215	1382.0724494923677	2564.9392534371937	7.072463768115942	519.9927076804859	554.3238162228932	594.8258626673995	1370.2736816528488	3772.165927683305	3347.305302107996	4297.217737071273	5737.92118516758	7369.398842883022
PWY-6210	2-aminophenol degradation	15.841059602649008	0.0	0.0	0.0	0.0	12.54054054054054	0.0	0.0	0.0	3.818181818181818	2052.218247942303	363.3680949957962	3313.03998709426	3557.9758989977563	3368.58917838505	0.0	0.0	0.0	0.0	0.0	7.953216374269006	463.2909105127428	623.9972585751118	1378.2261865850792	610.3797075320291	535.5667117215048	10.612244897959185	442.3845258615884	85.0533947717528	198.89759999960435	110.89552383668904	48.47905072897024	96.84285097071984	80.01596535873966	0.0	0.0	3.954022988505747	0.0	0.0	0.0	0.0	0.0	259.78516553650337	244.73941823958847	161.24801692226333	191.0322710285839	326.42958679607136
