seqid	P25307_1001_S1	P25307_1002_S2	P25307_1003_S3	P25307_1004_S4	P25307_1005_S5	P25307_1006_S6	P25307_1007_S7	P25307_1008_S8	P25307_1009_S9	P25307_1010_S10	P25307_1013_S13	P25307_1014_S14	P25307_1015_S15	P25307_1016_S16	P25307_1017_S17	P25307_1018_S18	P25307_1021_S21	P25307_1064_S64	P25307_1065_S65	P30414_1055_S55	P30414_1056_S56	P30414_1057_S57	P30414_1058_S58	P30414_1059_S59	P30414_1060_S60	P30414_1061_S61	P30414_1062_S62	P30414_1063_S63	P30414_1064_S64	P30414_1065_S65	P30414_1066_S66	P30414_1067_S67	P30414_1068_S68	P30414_1069_S69	P30414_1070_S70	P30414_1071_S71	P30414_1072_S72	P30414_1073_S73	P30414_1074_S74	P30414_1075_S75	P30414_1076_S76	P30414_1077_S77	P30414_1078_S78	P30414_1079_S79	P30414_1080_S80
c5e838172981c0d1b1d779b84a9ec6d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	0	0	0	0	0	0	0	0	16	44	22	18	0	0	0	0	0	0	17	95	0	5	4	0	0	7	0
b8449e0d3bcb5b28c6d1bc9290902e51	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e9c8067154bd73b12dabdf66eee957eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	12	6	2	0	0	0	0	0	0	20	59	8	9	0	0	0	0	0	0	10	56	0	0	4	11	7	6	0
b2b110aeff65098a7464cf169f385d81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	107	32	37	0	0	0	0	0	0	0	24	0	0	8	0	0	6	11
808d84c433fa2f8a56e62a1c2bee0315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	30	25	0	0	0	0	0	0	0	4	16	0	9	0	0	0	0	0	0	0	25	0	0	17	0	10	6	0
1fec7b3263014c2d3d0dfe2d8d01fb5f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	14	0	3	0	0	0	0	0	0	13	29	11	10	0	0	0	0	0	0	17	65	0	0	13	11	11	12	13
c3c98ef53434e41894c3cb1727823e3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69bc9db612287d01cde0244334cbab62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	25
d74bdb428421aa67edf15e3ce7a47e67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a43e43f507f6639a78a082caa3833272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	16	0	0	0	0	0	0	11	45	10	18	0	0	0	0	0	0	12	60	0	3	10	16	7	9	0
f70a8a9ae10b0211ab3ded3eb1bbb8bc	0	0	0	0	25	0	0	213	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e765fd9d88297780b272cebf88f4a8d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	12	16	0	0	0	0	0	0	0	5	34	14	8	0	0	0	0	0	0	11	40	0	0	18	9	4	3	10
98eebeb144b638e210194cbb546c0d93	0	0	0	22	0	0	21	0	0	0	0	0	0	107	73	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2d9c2491856b26ea9d67575ddd390a5b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	111	57	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ba5711671f7f1e87e102ee2889c445e0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	70	22	24	0	0	0	0	41	0	8	37	0	4	0	0	0	0	0
5b07fdc0c581fb0244b32bdfd4fe36e0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	1	25	10	5	138	0	0	0	0	0	0	6	0	0	4	0	14	1	18
d07223294afbc52b47c8c17700cfa8d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	74	21	13	0	0	0	0	0	0	26	85	0	0	2	3	0	0	2
dc0981a76c920f98aaa7391df2952bce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0
6ddb1758eebb0e94dca5301b69bbc346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47faec8a15e6dcce6e9c350f4cb86df4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	19	22	19	0	0	0	0	0	0	31	123	0	2	4	7	0	4	2
f9649bc07fe5ff166dd1f47c1bc7e33f	0	0	0	0	0	91	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66c1d0bb6a9bdcd3ff0cbf55c6cec1a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	8	6	4	0	0	0	0	0	0	9	60	22	7	0	0	0	0	0	0	2	26	0	0	16	3	0	4	7
d5672c39c4e74cfd3e0deafe45c65016	0	0	0	0	0	0	13	0	0	0	0	0	0	101	96	18	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cc911a93b8bc16c9c3dc95294dfea60	0	0	0	0	0	0	0	0	0	0	61	0	25	0	0	0	2	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95bd328ef0b524aca007bd902fcee54b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	82	31	40	0	0	0	0	0	0	9	57	0	0	0	0	0	0	0
1d9e5430b16ee48e1a0e5df577ae0e9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92cac0ba6576c9da38eb03969feaadc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0
53679a4fed1dd08cc47378f404aac0ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	46	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31ac8e762ac828191f3fa96d9aa3dce8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	26	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	14	12	13	14	13
6e7317c14238561fe5865674e3a3206d	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ced7ce98e2c018e99b2f7b30a57eef4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	20	0	16	0	0	0	0	0	0	0	84	0	0	21	0	0	0	0
9fcfa300f0da8d698f2dd3a8f9c4910a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	37	13	19	3	0	0	0	0	0	11	80	0	0	14	15	10	3	4
6f641c8bd2206d45152968884f1b3c13	0	0	0	0	0	0	12	0	0	0	0	0	0	89	106	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
786fc21e623b7d265de8fa98ab1c3d9f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	67	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	27	0
60a4311d764b4610ed91c156002430f8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	62	21	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
27eb6bd89d57c9c0febf77e3e110a3e8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	95	30	38	0	0	0	0	0	0	0	25	0	0	10	0	0	0	0
e7b0626a53f9bba825afb1c0e8d3f7f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	20	26	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	24	0	0	15	9	0	12	14
379b4b1c894eb5f85670a2b2ac4a7bfc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	19	18	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	11	42	0	0	12	16	6	10	16
3691ccb5a51e013b221e637bd109a3bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	24	19	0	0	0	0	0	0	0	9	48	17	21	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0
391e95335c7ca5c63e15a2f82046f97f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	111	51	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b09155f06b57d297f7f2fe69193ba9d	0	0	108	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67061bf2887ea44ff051895481bc7d5c	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1aa0fc60f0de571ee2011abe43bc9a56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b77c56f1a1f15eba558e111030fd4066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	16	9	0	0	0	0	0	0	0	53	65	15	17	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0
3e20b7a8461fdefa98a9a5d969c3cf26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	48	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a8ff87b23a8928e0364221daa517c59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9ebdbee0ed16d2614e6e0e3f8e384b84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	24	21	0	0	0	0	0	0	0	0	13	5	0	0	0	0	0	0	0	0	7	0	0	30	17	10	20	15
ee41c26360f0fc909a887f0edd353fa6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42318a46e6c32e4ee67401665499637a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	76	32	18	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
b7ed78ecdd5e2562820c7fba116eaecf	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e8fd1e5b70cef71190fa9e5d22a57ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	9	0	153	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44f7801f975f5cf580f0a75329fff6ec	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48eda2f9978bf33adf235d539792ba27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	5	0	0	0	0	0	0	0	0	19	70	21	16	0	0	0	0	0	0	4	48	0	0	0	0	3	0	0
922c3e699040b0ca00a091363a0b5b90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	77	20	20	0	0	0	0	0	0	3	65	0	0	3	7	0	5	3
424d24566fe617f9630294fab3fa3096	0	0	116	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9db2817f5c42be6a7bcbca662959982d	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c6ca6ae0f639d6602cf73e52513787a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	14	32	4	0	0	0	0	0	0	3	18	0	7	0	0	0	0	0	0	0	0	0	0	14	7	5	8	6
ae839cbbb06e073b36924259033b3a56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	33	0	5	0	0	0	0	0	0	0	17	12	0	0	0	0	0	0	0	0	50	0	0	0	22	18	0	0
d189c7f6fad3e2ea23b2cd4d9f4010d0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	15	19	0	0	0	0	0	0	0	7	26	6	5	0	0	0	0	0	0	5	11	0	0	13	21	8	12	9
284fbb304cbf2a630917b57b1a8703a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0dea7be1e56d386113c1ba0044285af7	0	0	0	0	0	0	0	0	0	0	0	56	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52515a38fb0223490b8da85b3bbb5519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	41	48	0	0	0	0	0	0	0	3	9	4	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
d14e9bfaf39b2f68627b82e3637aa163	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e1a7cd335f5f5fe7423e60356e84c278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	17	29	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	25	0	0	15	10	5	7	7
422979a0464b8f2459e46d5920a896f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	57	26	28	0	0	0	0	0	0	14	53	0	0	0	0	13	0	0
e819875efc634e50eb28cb4d6c43d032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	61	23	13	0	0	0	0	0	0	15	78	0	0	0	0	3	0	0
42d7181dd2ecb42ba552a9e2130c9372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	6	11	0	0	0	0	0	0	0	0	9	6	7	7	0	0	0	0	0	13	53	0	5	6	14	6	13	7
e4430f73b82d57a5e731da5673fc5050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	17	9	0	0	0	0	0	0	0	23	101	8	16	0	0	0	0	0	0	0	6	0	0	0	0	0	4	5
d8671e679fa8b0ef87141ea9e3bd3d0d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	7	10	0	0	0	0	0	0	0	16	107	23	8	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0
0b7d2a55f526412b1a470dbeb87ef237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	17	15	0	0	0	0	0	0	0	11	26	7	9	0	0	0	0	0	0	0	30	0	0	8	6	6	10	0
8af546e0c8353881b20ef614f816d93d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9e163cde9fad6361cad1ed1bfb9a8a6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	25	75	0	0	18	0	0	0	11
78e38c2d8d4d91dec126ad9f7a8f824b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	9	0	0	0	0	0	0	0	0	0	11	8	4	0	0	0	0	0	0	0	8	0	0	25	14	8	17	12
bccd6d024dfb6cfd0f5756a021f58d5d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	18	17	0	0	0	0	0	0	0	0	14	6	0	0	0	0	0	0	0	0	31	0	0	11	10	12	6	0
df6cc64ea9861abc81761725eaa18aeb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	6	10	0	0	0	0	0	0	0	29	92	15	11	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
db57563e0de615a36156f7197acc16e8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	13	0	0	0	0	0	0	0	0	14	34	5	8	0	0	0	0	0	0	7	45	0	2	6	4	0	0	3
4b3e72768f183e1761bb74fb44d2df47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	113	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0
15698f392960e867406e0685fc7f43e0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	51	20	13	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	48	0	0	0	9	4	16	9
5a79f829164e72e19fc6b91f6eaa5144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
369dad829e3f88c504a0e46de534435f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0
906638bfd4eefa4531c46bfed5378282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	19	22	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	4	41	0	0	11	13	7	6	5
d48ee24ddf3785d35e80d78685b9832f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	11	5	0	0	0	0	0	0	0	11	40	12	6	0	0	0	0	0	0	4	40	0	22	7	0	0	0	0
d48d425f359e40a3bfa8a8cda0c1c782	20	0	0	25	0	0	32	0	0	0	0	0	0	48	43	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
514cc28495b1b565e0d6bd6ce31f090e	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e49ce05002b294183ba0b96a24dc01bb	0	0	0	0	0	0	0	0	0	0	0	0	0	111	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ae3d35040e84944b6a0dd1c3d4f2ad65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	13	45	0	0	4	0	0	0	0	3	8	5	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0
c261b70a46d182a52471a80c77b3f745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	16	11	0	0	0	0	0	0	0	0	17	9	7	0	0	0	0	0	0	4	33	0	0	8	24	12	5	7
fc51fa9726667507856ba49d9cb4f392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	18	7	2	0	0	0	0	0	0	10	20	13	8	0	0	0	0	0	0	6	44	0	0	4	15	5	6	13
0b85d8d7284a154f2263981f1f5393ab	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c4508bf3f04f2b88bcfc937ebf1e49bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	101	26	28	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0
514632aba1283511ba1659fa69581029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	19	0	12	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	10	48	0	0	8	8	5	14	0
3ad05f9c5878aae98313dfecc9d9315a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	28	52	17	18	0	0	0	0	0	0	12	30	0	0	0	0	0	8	0
7af86d01421ced5b2372a50b8d458459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	41	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b6d5ea29cc9df44e20f3da5720fa7d7	0	0	5	0	0	9	0	0	12	0	0	0	0	0	0	0	32	15	21	0	0	0	0	0	0	0	2	16	5	6	0	6	4	0	0	0	0	24	0	6	3	7	3	5	4
6bd168b105310d76b58aaf4f92abe4fd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9350ee818b5d00d927230442d053fc36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	70	31	17	0	0	0	0	0	0	9	33	0	0	0	0	0	0	0
eff6bf4227eeb68c0590111819c0fef3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	29	30	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	10	23	0	0	12
936105953158ae05c7380736c2b2e5c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0
dc3781c30a18752c53d36795a59ac0ad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	8	6	0	0	0	0	0	0	0	8	27	17	15	0	0	0	0	0	0	11	43	0	0	10	8	3	4	3
7d4542b8ac8d19cdae25d70704bacf5f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b891e57adfb270bf286f241f30cd9ea8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	33	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	10	4	0
f14706eb539a81c92d5e52093f38d0b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	11	0	0	0	0	0	0	0	9	63	6	17	0	0	0	0	0	0	0	25	0	0	0	12	3	0	0
28957b67c1dea20c28b153505f069b12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	103	15	14	0	0	0	0	0	0	0	29	0	0	0	3	0	0	0
b02a8d33d018119dedb2db15db887bfd	0	0	0	0	0	0	0	0	0	0	25	25	0	0	0	0	0	0	0	0	0	0	0	0	107	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e1689388417b84badf78769e439904fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0
03a8a61627b5448f636abbb9b5e9bfa6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
596ea2128909409cbae119014deac5f2	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3469baf0518448eb295f7cf4ebaaa147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6d972864d33d62e6a1ecf3ee4316db31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	95	38	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ea7df84c68c39775565e354057033fe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	36	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2cb5f863dc04fe6109edf09fbf425c3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	20	12	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	17	0	0	17	0	7	12	10
9ce7df75c31b2a1ab49e6d971defdc90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	20	0	6	0	0	0	0	0	0	10	82	0	0	9	11	0	8	0
ecc8367537453bf22a466def66e8684f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1097e9c0a00ab226ede653a78db95b6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	10	14	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	12	21	0	0	5	0	6	14	7
bed27a3020a98b6681d7fe355d0f8d26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	34	15	0	0	0	0	0	0	0	18	15	0	0	0	0	0	0	0	0	0	7	0	0	0	9	4	8	8
0bb0b80f2960882c31f16071514f1b88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	13	41	17	8	0	0	0	0	0	0	16	63	0	0	0	0	0	0	0
ceb341870b6b32dd43ea7b3d3c81aae5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	15	18	0	0	15	2	0	0	0	0	36	0	7	0	0	0	0	0	0	0	0	0	0	12	0	4	6	3
fa7c6420a6f6e245907f7e43faf0e52a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	24	40	15	12	0	0	0	0	0	0	3	63	0	0	0	0	0	0	0
48163c0165b2011439f8a63e5c45accf	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9bab6e9750d482272592335e6e9689cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	15	0	0	0	0	0	0	0	0	0	21	16	17	0	0	0	0	0	0	12	59	0	0	7	0	0	0	0
