seqid	P25812_1001	P25812_1002	P25812_1003	P25812_1004	P25812_1005	P25812_1006	P25812_1007	P25812_1008	P25812_1009	P25812_1010	P25812_1011	P25812_1012	P25812_1013	P25812_1014	P25812_1015	P25812_1016	P25812_1017	P25812_1018	P25812_1019	P25812_1020	P25812_1021	P25812_1022	P25812_1023	P25812_1024	P25812_1025	P25812_1026	P25812_1027	P25812_1028	P25812_1029	P25812_1030	P25812_1031	P25812_1032	P25812_1033	P25812_1034	P25812_1036	P25812_1037	P25812_1038	P25812_1039	P25812_1040	P25812_1041	P25812_1042	P25812_1043	P25812_1044	P25812_1045	P25812_1046	P25812_1047	P25812_1048	P25812_1049	P25812_1050	P25812_1051	P25812_1052	P25812_1053
0512660f936f35446e92676763d3b0e7	42	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	4	0	37	0	2790	0	5	0	406	0	0	0	0	0	74	0	0	0	0	1516	0	81	0	212	0	27	0	16	166	40	6092	0	0	0	0	0
2e9b2664f130da1cb6592f34400ea1f0	15	0	0	5	0	8	0	0	0	4	0	0	0	2	0	0	0	0	0	0	35	0	0	0	28	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	210	14	79
a3eb965915904fca83341edc85f0ceff	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	101	0	0	89	0	0	0	0	0	0	378	0	0	0	0	0	0	19	36	0	0	0	123	0	0	81	0	0
b992632e64151b2465c28dc697d73d4c	11	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	888	0	756	0	294	0	0	0	0	0	0	0	0	812	0	0	0	0	7	0	6	0	0	0	4	373	479	0	0	0	0	0
8765d8655436cec101ddbcedcb16bfa9	104	0	76	0	107	0	3	98	89	40	3124	0	127	0	0	0	2009	396	9	510	0	0	2	0	22	60	34	0	35	0	99	2636	2312	4	0	0	41	134	0	48	0	0	0	0	0	0	0	45	0	0	0	0
85249cb162220e08d1e50bd7db09955c	24	1079	438	228	379	178	0	0	0	13	0	51	0	312	234	231	149	59	127	44	674	0	26	0	0	0	341	0	392	793	353	0	42	465	0	653	801	521	334	932	1114	0	0	242	152	94	0	0	341	0	0	14
f347efac4f59c25da3cbab8773c0b072	61	42	0	0	38	374	335	0	0	98	4	0	0	1290	0	0	0	0	0	0	1104	0	1069	72	2803	6	0	252	0	0	0	4	0	589	0	59	0	0	58	0	0	155	229	3	0	266	1874	0	187	28	0	5
707d2e813cb91f3c3281914e1861050b	0	108	147	0	0	0	0	0	0	0	0	64	0	0	18	93	30	565	686	0	253	0	0	0	0	0	45	0	1340	1368	0	0	33	3143	0	1166	72	0	208	567	107	0	0	0	580	140	80	0	831	0	0	0
88d7b8afb69bf9dbd79c263f3caef714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	4514	0	0	0	0	7041
46f8872e05d0ff77528f3b2468fad4a3	0	437	6	144	65	0	0	0	0	0	0	7	4	2847	14	39	0	0	0	0	0	143	0	0	0	6	148	0	0	9	660	0	6	1938	0	0	373	757	910	0	2995	0	0	0	0	0	0	0	20	0	0	0
0f2be80a6e780d2d05e85871819d7db2	0	0	0	0	14	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	14
c5161d0af080ee345f101f8bdb695332	30	59	414	53	17	0	0	0	0	30	0	0	0	28	0	29	0	0	354	0	25	4695	36	0	125	0	152	0	646	1115	209	0	0	122	0	568	874	365	350	503	356	0	0	0	49	0	0	0	0	0	0	0
3e9cc2d6fb9767bd4a6b94f56436e1d0	0	0	0	2193	0	0	0	1684	417	0	0	44	985	0	0	0	0	0	0	0	0	0	0	0	0	1433	317	0	316	1336	27	151	142	0	0	0	0	35	0	123	161	0	0	261	1400	0	0	0	0	0	0	0
42678403d803c6ba2056607923d2c66f	7	6	0	5	0	0	8679	0	0	214	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0eabf02b02a925080be738643b946f7b	0	0	0	0	0	0	33	0	0	145	0	0	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84ca26c76ff1bb61c86a7d4a162f0e86	0	53	79	0	0	0	0	0	0	0	0	22	0	0	34	455	0	0	181	0	0	0	0	0	0	0	0	0	1336	2012	12	0	0	50	0	177	0	27	101	4557	535	14	0	0	431	81	0	47	381	7	0	0
a539a89415fcfd1aa54d325f2d04aa10	14	396	1708	337	0	0	0	754	39	0	144	0	0	218	0	52	249	0	335	161	311	0	0	0	0	0	170	0	581	611	728	0	0	821	0	0	0	1531	330	0	0	0	0	0	120	0	268	0	710	54	0	0
fc972baee2a721c12987313bf9869fcc	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	705	0	158	1161	0	0	0	0	0	0	0	0	0	0	0	541	0	0	183	0	588	0	1324	0	439	1726	0	0	0	596	0	0	2794	0	0	0	0
09bf4d37b555e6d6fc8370c029cfd7c2	0	0	187	0	83	0	0	0	0	0	0	254	500	203	124	0	277	0	51	72	203	6188	0	0	0	0	190	0	92	249	170	0	30	66	0	380	162	240	122	202	0	0	0	0	100	0	0	0	101	0	0	0
3581a1c2b7922dafd942ba57502ded58	0	0	0	0	42	6	0	0	5	3701	0	0	0	0	0	3	0	0	0	0	0	0	0	245	73	0	0	0	0	0	0	0	10	576	5143	68	0	0	0	0	0	31	0	0	0	0	0	0	0	55	0	0
dd3e21e86a7a0ea547657c5bdeccacf1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	211	1346	0	10	1511	11	175	0	0	0	12	6488	9	0	0	0	0	0
06560738654b2cd653db193d0640b1d2	0	0	0	0	0	15	0	0	0	217	3	0	0	4	0	0	0	4	0	0	1477	0	26	373	3187	0	0	463	5	0	0	0	0	20	454	33	0	0	5	0	0	357	177	0	0	378	105	4	5	1129	201	0
faa63932c6c938cb45c9f8a6162c624f	0	0	396	520	89	0	0	1128	203	0	642	214	1787	0	0	0	918	1079	125	180	0	0	0	0	0	848	0	0	0	218	55	54	141	0	0	0	0	157	0	0	0	0	0	0	388	0	0	850	0	0	0	0
b3891971b767e09388ba34b80126a9b4	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2505	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2094	0	0	30	2248	0
1c4310c5503895f7035c77bb4241bc27	0	0	0	0	0	0	0	4606	74	0	0	2448	526	0	0	32	0	0	201	0	0	103	0	0	0	0	0	0	0	0	0	776	0	0	0	0	0	0	0	0	0	0	0	1044	0	0	0	0	0	0	0	0
580de6038b669335c3ab08aaf082f82c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0fdc99538e182386bab6a76d6adc2c6	0	0	0	0	0	17	164	0	4	34	0	0	0	274	0	0	0	3	0	0	2022	0	321	18	31	0	0	133	0	0	0	0	0	57	24	0	0	0	0	0	0	241	141	0	0	194	0	0	0	272	392	9
fb10e25e8a469bdc1930da903ab0fcf4	0	180	0	0	0	0	0	67	0	0	0	0	59	158	0	540	77	123	1030	0	0	0	0	0	0	0	0	0	71	0	458	120	0	115	0	493	84	1136	119	411	1521	0	0	0	530	0	0	2468	0	0	0	0
3f1debff9d469e750d4072a8dc5ddd70	0	0	0	418	0	0	0	54	99	0	534	59	592	0	63	167	2783	0	0	2086	25	130	0	0	0	227	39	0	87	86	0	3	221	0	0	0	0	0	0	0	0	0	0	226	57	0	0	1791	0	0	9	0
5ff5dfe98caf560ef1dfa34153be47b4	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	11	9	1094	680	0	0	23	6602	0	0	20	72	513
13721146b6898c43a44ab833c98a8fed	0	0	0	0	0	331	0	0	0	1037	0	0	0	18	0	0	0	0	0	0	2421	0	0	0	1342	0	0	472	0	0	0	0	0	298	42	0	0	0	34	0	0	861	1149	0	0	95	0	0	0	21	19	0
81ca321029657440020abeec5c2b6e6c	0	200	0	0	0	0	0	0	0	0	0	0	0	145	0	523	71	153	933	0	0	0	0	0	0	0	0	0	69	0	419	144	0	141	0	499	93	1118	142	435	1623	0	0	0	544	0	0	2206	52	0	0	0
4d79fad8b03168e6b332fec0a956bfa5	0	0	233	0	0	0	0	0	112	0	97	0	497	764	175	90	55	1969	524	0	0	0	0	0	0	1266	185	0	0	610	173	0	385	0	0	0	0	197	0	248	0	0	0	0	362	0	0	864	585	0	0	0
b3639bcaefcd8e59e22e42c1181ce4dc	17	0	0	356	0	0	0	481	1591	9	0	619	276	17	170	78	1624	1560	178	325	0	620	0	15	0	221	220	0	0	0	0	64	166	0	0	0	0	0	0	313	0	0	0	0	448	0	0	0	0	0	0	0
cad965c5746071e503e10cd7b21d77fe	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29b6902f6bf8932f6a0c9b2b5274931f	0	0	0	1277	0	0	0	0	0	9	0	0	0	182	0	0	0	6057	79	0	0	0	0	0	0	158	43	0	0	0	0	0	365	0	0	0	0	0	46	42	32	0	0	0	717	0	0	0	122	0	0	0
95f2f8f90d5de185219da474d2f16a31	0	0	0	0	0	4616	516	0	0	104	0	0	0	0	0	0	0	0	0	0	1277	0	30	0	153	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	94	51	0	0	0	0	0	0	0	0	0
5f63efb7d994deeef6425e6ca3bc9d7b	0	173	0	0	0	0	0	0	0	0	0	0	0	164	0	572	0	117	943	0	0	0	0	0	0	0	0	0	86	0	406	103	0	132	0	495	80	1060	124	353	1353	0	0	0	509	0	0	2403	0	0	0	0
9d2eaf58e15a4139c7dc30fd58dec75c	5	0	2859	0	3	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	491	0	107	7	0	658	234	2	0	380	2	0	12	148	1468	5	472	458	87	853	0	0	0	10	24	0	0	10	489	58	147
280d2dc75549a2ef02df2cbba6e9a58e	0	0	5	0	0	0	1017	0	0	2122	3	4	2	0	7	0	0	0	0	0	119	0	0	0	18	0	0	127	0	0	0	0	0	0	225	0	0	0	0	0	8	2722	806	0	7	0	0	0	0	19	0	0
a1f18583c5cdb4b0ac995d3109d6a800	105	0	0	0	117	0	463	0	0	693	0	0	0	0	0	0	0	0	0	0	0	0	0	304	5786	0	0	362	0	0	0	0	0	0	450	284	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0
3347463da59b507f43d6718f1bff0322	0	2075	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	22	0	669	0	0	0	0	0	0	211	228	0	0	1715	0	0	43	0	0	751	2190	0	0	0	0	0	0	0	0	0	0	0
93187a553f3f8c60d7947eb559c6a277	3	119	303	0	1075	134	755	0	0	124	4	0	10	88	0	0	0	0	14	0	1014	0	0	0	1869	0	8	17	165	0	143	0	0	624	26	562	50	0	79	0	31	314	337	0	0	9	0	0	0	294	8	0
27b82685e72232869a357c4d2223706c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	20	1968	1026	0	12	0	5395	0	0	24	0	0
a21686b4b164a9628c8d51fa7454b5f4	0	0	0	0	0	0	0	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1159	5980	696	8	9
6f94395cf1c32886fabd67250ea7ae79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
030ea02c54a3c3e1b9782e54d52067d9	0	0	374	462	0	0	0	1046	182	0	625	121	1604	0	0	0	795	828	0	145	0	0	0	0	0	720	0	0	0	209	0	0	104	0	0	0	0	126	0	0	0	0	0	0	280	0	0	770	0	0	0	0
57c82d2b090a8c293b58e7d1b202b448	0	0	0	0	0	0	904	0	0	1770	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	205	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0
d4ee1468c208f4a03a6309f6796ac2a5	20	190	97	0	213	81	21	0	0	75	0	0	0	159	0	0	0	0	25	0	1210	0	10	35	121	0	0	177	578	84	175	0	0	281	32	778	118	262	205	524	57	0	0	0	0	0	0	6	24	1882	0	385
18be79125a637f7b33057de9c44e0758	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	203	0	0	0	43	0	0	0	0	0
88aca3b21b50020a2eafb59fbdf498ff	0	0	0	906	0	0	0	0	0	0	0	94	0	319	43	0	0	4462	204	0	0	0	0	0	0	839	194	0	0	0	0	0	0	0	0	0	0	0	164	0	46	0	0	0	765	0	0	0	142	0	0	0
dfaee21480ef29ef93165e17d51efda5	0	152	0	0	0	0	0	0	0	0	0	0	0	124	0	441	0	115	864	0	0	0	0	0	0	0	0	0	0	0	428	107	0	95	0	436	0	981	112	391	1363	0	0	0	465	0	0	2098	0	0	0	0
c65e13082d20fdfb45b6e46d9d914d5c	110	147	7	85	339	36	0	303	316	11	479	72	8	1095	487	7	403	497	386	517	0	292	0	0	6	0	5	0	167	1361	4	84	155	68	0	4	0	9	53	418	76	0	0	0	9	0	0	0	47	0	0	0
bfa23b57241d125aa3229eb45cbb6e4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4da55937eb9c0e5b75cefe8c820e0813	16	324	211	56	0	0	0	0	0	0	0	0	0	232	11	35	0	0	176	0	0	317	254	0	86	0	16	24	287	126	238	0	0	1410	0	1114	1104	330	686	143	678	18	0	0	0	0	0	0	10	0	0	0
c02925502bdf62b87db8fa457b3c43ce	7223	11	7	0	13	0	0	0	36	0	0	275	0	0	288	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c24c61bc2bbf7d37f625d1382b87fbe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	577	7	0	0	0	0	0	0	0	0	0	38	0	7	9	6981	231	8
c0198680e8e85c2a0f296bbc93e7811b	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a8d2e23eef43a7d211e4e93e37637180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	8	8	5	5963	948
a401e91c5c2d98054cd50eb1b7a4d8c4	42	0	0	0	7286	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	124	0	0	0	39	0	0	25	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70c472b956a0b33ddeae27d50fe278cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	2087	5590	0	17	0	0	0	0	0	50	0
ea62f7846507c71a3fc5fc552d6a4f06	0	0	0	0	54	17	0	1033	54	0	4829	112	246	18	8	9	739	0	0	106	0	0	0	0	0	0	0	0	34	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b479e427595ac5c6df33857fdbcba11	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
594669a30425e9bdfd8a9bc019c320dc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
17236c2334e96b2bb0a5d0dd27e78ac4	0	0	0	0	0	7	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
b0b1b55f25514dde9dc2e0d77c0b2961	22	20	1354	209	44	30	22	0	0	0	18	51	0	29	26	103	0	0	0	209	0	0	0	46	196	0	733	0	1040	0	219	0	16	0	0	1475	87	483	444	26	683	0	0	0	0	0	0	0	0	0	0	0
3c39cf8a0bcfe669a864bcc88f762eb8	0	0	0	0	0	0	53	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a90c2ff7430e9d1dc82d69aef24c667	0	0	0	39	0	0	0	6	5412	0	43	0	0	0	242	0	51	0	0	0	0	0	0	0	0	48	0	0	107	0	0	252	172	0	0	0	0	0	0	21	0	0	0	4	0	0	0	1081	30	0	0	0
a5a5d034e10bb48235fc97c8546d95e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
af67b911f2d27103069046276e2f9a46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	1648	8	0
167934c6e20e6ab1c8712e8db04f6abb	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c3840bb84524b6fc8606c1ef750bc1f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c7788ce3ca16a90d14b40d19d9c859b	5	0	0	0	0	8	15	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112
ffa33feccdb15ff577883a2310dc005f	0	0	10	0	0	24	108	0	0	149	0	0	0	14	0	0	0	0	0	0	0	0	0	8	90	0	0	54	0	0	32	0	0	9	0	551	22	53	591	0	62	3	0	4	8	4028	0	0	0	1188	32	125
3860329630ca6ddd6840aa445c4a3076	0	0	0	0	0	0	0	0	0	0	0	0	0	1227	0	0	0	0	55	0	0	17	0	0	0	0	0	0	71	8	0	0	0	1711	0	80	13	0	38	367	34	32	32	0	0	0	3181	0	0	101	23	0
619c74ae5f2468cebdea79f0053b3350	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35fc944249c78467369165f578581a6e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71938c072b883f8e4eb40c0d36deb046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
755a8215d3b20a7cbf93c905d80e273d	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
1d85034e05748a0038b25b02256923b5	0	187	0	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726	3067	0	0	0	0	0	0	0	41	0	0	0	2506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8c66d6912b3b65cf5d8a5baefad95ef9	44	0	30	0	48	0	0	0	0	22	0	0	0	590	0	37	0	0	3	0	0	468	0	0	257	0	12	0	226	37	433	0	0	0	0	472	0	563	19	295	60	0	0	0	109	275	1492	0	1383	61	0	0
f0295f91b3f778813a2bfdd0d6251277	0	192	0	0	0	0	0	0	0	0	0	0	0	115	102	0	0	90	0	0	35	0	0	0	0	442	470	0	1135	125	47	423	109	159	0	640	0	60	0	0	0	0	0	2500	0	0	0	0	114	0	0	50
7319d987f9554155dadb157151714352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
536b3c6b58bafce3947f35afc4e86469	0	44	0	0	0	991	685	0	0	300	0	0	0	8	0	0	0	0	0	0	1231	0	30	58	121	0	0	102	0	0	0	0	0	338	183	220	0	0	37	0	119	377	417	0	0	53	215	0	0	83	65	0
9fd69abbf54d3f579662ccf8e1c44eb5	0	40	0	0	0	0	0	249	243	0	60	0	507	0	165	0	0	699	0	70	0	33	0	0	0	1406	38	0	102	85	30	2508	0	0	0	79	0	37	0	0	147	0	0	0	0	0	0	222	0	0	0	0
d830344f847fd2eed5a1907a26537b80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	391	0	0	0	0	0	5	2878	2792	12	0	0	0	0	0	32	0	0
e428b2810f62480c747f0d9b052223d3	0	136	0	0	0	0	0	0	0	0	0	0	0	123	0	409	0	0	698	0	0	0	0	0	0	0	0	0	0	0	336	0	0	96	0	342	0	851	99	261	1095	0	0	0	387	0	0	1781	0	0	0	0
2b4309fc07e3139043c27d7f77b3e4af	0	218	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	4789	73	0	0	0	0	0	0	0	23	0	0	254	0	181	300	37	0	0	0	0	0	0	0	0	137	0	0	0	0	24
64951ebd6da7a95e8d2fed880a3efa74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	3765	2776	0	0	0	0	0	0	29	11	0
6502ca1374cce092d455fe5831bfe0ed	0	0	1477	460	0	0	0	187	175	0	365	97	360	51	206	101	208	44	22	140	0	38	0	0	0	96	69	0	652	123	0	14	602	44	0	486	223	16	35	180	0	0	0	71	0	0	0	17	0	0	0	0
4685288669cabea3ecab24bd9e6b6cf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b136b18ac4f2cdfdfe946854a7a114c3	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	537	0	0	0	0	0	0	0	0	0
60be76039798e718f52fb8bf97274196	0	0	0	0	0	3	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	137	23	0	0	65	0	0	0	0	0	0	180	0	0	0	0	0	0	79	76	0	0	0	0	0	0	0	0	0
96fa76d1578382dfdb8801ddfde93151	72	126	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	1967	0	203	0	641	0	0	206	0	0	0	0	0	277	0	89	0	0	697	0	0	622	286	0	0	0	0	0	0	0	0	0
a6732364347d6697db8247c29f3d3fd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2316	1494	2473
31a3c591799ac4e682e0bb5511396479	9	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	25	0	0	0	0	0	0	95	57	0	0	26	0	0	0	0	0	0
5237c72caf2933b42f96408dbca8aee9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	338	0	0	0	0	0	277	18	37	47	0	618	0	0	2018	1351	0	0	0	0	0	0	467	746	0
d4228b70590d745925b564e48ddd94cc	1780	0	0	0	53	472	1167	0	22	2189	0	0	0	0	12	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0
f7c4dce6cc6ee2d1819c439174dd3098	0	0	0	0	0	0	13	0	2	1423	0	7	0	0	0	0	0	0	0	0	197	0	274	0	96	0	0	776	0	0	0	0	0	0	0	0	0	0	1394	0	73	0	0	0	0	541	795	0	0	571	0	0
f56c2b75330935f0ff571b1e2279cb21	0	0	0	0	0	0	1075	0	0	915	0	0	0	0	12	0	0	0	0	0	1265	0	0	25	389	0	0	82	0	0	0	0	0	0	121	0	0	0	17	0	0	164	126	0	0	186	1347	0	0	0	23	75
973b0c43d2fd93d1c165d834809e02ba	0	30	0	0	0	0	0	306	298	0	17	82	44	0	124	42	1042	97	71	254	0	151	0	0	0	1780	137	0	23	389	16	384	0	29	0	0	0	36	0	0	0	0	0	133	0	0	0	678	0	0	0	0
553cae1737d3f30bf2d4d360f92e754d	0	107	0	58	1879	0	0	0	0	0	0	0	0	169	0	0	0	0	39	222	53	0	0	0	0	0	0	0	317	2514	0	0	0	54	0	0	0	0	140	274	47	0	0	0	270	0	0	0	0	0	0	0
63547638f3bd919e0b46dd1c515cbc18	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	107	0	0	2918	0	0	0	0	0	0	0	0	11	0	0	38	0	28	0	30	0	17	0	0	0	0	0	30	1708	0	0	978	15	87
66d0d542aff4739810d2e86cb198e21a	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	761	212	0	0	223	0	0	0	0	4	0	3656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	29	0
1299c7e076ebc4d645dc76fd077999ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3386	0	2561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d6d839947f0f84c4fb3c8b64094315ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	5936
