seqid	P30102_1067	P30102_1068	P30102_1069	P30102_1070	P30102_1071	P30102_1072
3fea1da99f1a47df7e20dea4ce254414	0	0	0	0	0	0
938f31a4054ad061c7a8e224be622491	0	0	0	0	0	0
89702743f9f79ae4d2c55aa0e875dcca	0	0	0	0	0	0
2a4e474c137b72efaa7e1d45aa0bfe26	0	0	0	0	0	0
7b15655b1eaeba996fa7b4df61bdc4ab	0	0	0	0	0	0
cd9b96563fc39451e3a16b7e9ce1a1b4	0	0	0	0	0	0
9b6a0e813cf61ee41e763b06135e5d6a	0	0	0	0	0	0
d0424ba23c232047b30cd9c12e0b3b78	0	0	0	0	0	0
bb9e3df11505f24e3cc80f4208fa113a	0	0	0	0	0	0
97e80b14713a7efa85cff37f16dd6935	0	0	0	0	0	0
4b60840a9e6d3213d72dfa0238073ba3	0	0	0	0	0	0
7f0fc05bbd374acd580e7ad7092ac7e3	0	0	0	0	0	0
6521c258887c966d411b1fa22fa2f50c	0	0	0	0	0	0
f198e72e15bc3922c9724a3eeb3ec40a	0	0	0	0	0	0
61d8d9696122e00e7167cc1b7340bbd3	0	0	0	0	0	0
b550b0c7d90794659f256595fdfd7f17	0	0	0	0	0	0
44037f4b4d5256a4f9d5abab2b74257d	0	0	0	0	0	0
45e3194b7755bec7026aade4a693654c	0	0	0	0	0	0
78111f67bdbf64b8b3416d1fd57998b1	0	0	0	0	0	0
2cb8b1bc08bbccd323ff9fed07f50ee3	0	0	0	0	0	0
9a8c58eec0c7be0e72ff46e0708bc968	0	0	0	0	0	0
5b5f6b3ff8ad902ee5d93f5fdef0d41c	0	0	0	0	0	0
f409907fb96bc6782299bc3949cb0f69	0	0	0	0	0	0
d9428ded6b38307d64e71901b581b063	0	0	0	0	0	0
4952d9c625d26b9f8b0a16b6425d2e77	0	0	0	0	0	0
b848da918fefeda2c7055dab49074d23	0	0	0	0	0	0
e64251ed23f4c4919b3cbb382913a59f	0	0	0	0	0	0
02e288bea53516e48d3f13783e54f757	0	0	0	0	0	0
93153bf58e504d81980622acf273cb31	0	0	0	0	0	0
6d5720b7d9600ecda07076c9e1d18f50	0	0	0	0	0	0
31faf8c1f40ca2d5e1b9c6883c9469fc	0	131	99	0	0	0
2c2f27f7abe95dc534bd894d14c72109	0	0	0	0	0	0
ff14790bc569bb5675e264e976cbab8a	0	0	0	0	0	0
066a3678da95933fce30184942f7a7e2	0	0	0	0	0	0
020c783842183919660ac06ab45877ff	0	0	0	0	0	0
1535cd89d12553f2e07f2780a3ac4fc2	0	0	0	0	0	0
c5e4bd8fc174e0ac44e05a5ca57ed89b	0	0	0	0	0	0
20acb8bad1ee1b6ca5a2aa3b92caac3b	0	0	0	0	0	0
0c6615fe92aefbddf68e5bb7a1ef0ba8	0	0	0	0	0	0
5eb82dd202fea4cf92175eafad03e423	0	0	0	0	0	0
aff7cc1e530c826ad8e0517818ab5680	0	0	0	0	0	0
7b68d554b0485878727a3a8bc0357651	0	0	0	0	0	0
8206a93d4364a16fde0f1c90dc32c81b	0	0	0	0	0	0
407b6822c863a841d8d1aa5d1157af52	0	0	0	0	0	0
7cc6aff35e573e6784ed17cb35a34313	0	0	0	0	0	0
d5998d2a11b5cb32bf32bc2e5714e2fe	0	0	0	0	0	0
acabd87e5bbbb6306780c96543a7fb11	0	0	0	0	0	0
2cc6c8141f6a0bef11486622e470ad89	0	0	0	0	0	0
c83e9a8d5b18126b695b7c43f77801a6	0	0	0	0	0	0
222ce51eea85736debe264a9928a8aab	0	0	0	0	0	0
fef9902ccf2b5a746878f014a3b439f4	0	0	0	0	0	0
92cd07168e97f7d58a814392cfb3d26b	0	0	0	0	0	0
be802c3ca1134474d46e1d2afda257be	0	0	0	0	0	0
8623f67cfdacb592dd055e845938bd32	0	0	0	0	0	0
5c7e80fc801c1a3cfc6798e1295c5e36	0	0	0	0	0	0
e29feb3f532ea1f933841dc269759e56	0	0	0	0	0	0
dbe543d3e2418146e3164f9ddb22a1ae	0	0	0	0	0	0
609072f114d723eb36aed864c765eb3c	0	0	0	0	0	0
12ce6e651b7b89d57e85eb4c88478d13	0	0	0	0	0	0
f15e821a289a15144ec4aa31f137f916	0	0	0	0	0	0
f0a98f93d2a3e89fdbc86d50488d12e2	0	0	0	0	0	0
9169d77ce125f513041c3e220680166a	0	0	0	0	0	0
0f0f796b918f48f06c22f00b0049f425	0	0	0	0	0	0
975eabc4b6ff8e8c61b900b60669c2dd	0	0	0	0	0	0
fee4645e96b3bc5b59418b1087549e72	0	0	0	0	0	0
27198ef1066c4ab8f5f0a1fe33a01feb	0	0	0	0	0	0
108dd18a791c3c8d6fcfe79772ebca80	0	0	0	0	0	0
5ded0d90ac6476eaee9d563a2a308260	0	0	0	0	0	0
2fb5e484526b8ecaf618081493c44441	0	0	0	0	0	0
2c381c952051b6ee83fdde75dbaba463	0	0	0	0	0	0
d97fd66e6a7252fa1461552ca59e381d	0	0	0	0	0	0
41d2b51fe70212c29274609bdfd1e08f	0	0	0	0	0	0
a15a0a4c512472346967049f0cc1792b	0	0	0	0	0	0
e4a420dac73088a4fa239b358d434997	0	0	0	0	0	0
e090faeb9a180afc21429f4fbeef0e50	0	68	107	0	0	0
ff9d2ab4f05a315f92ea45391d0c1d4e	0	0	0	0	0	0
e75fbbe0066b925daf2448cbf6b45b28	0	0	0	0	0	0
8f211f3f215ebd981e70fd07a8a375e4	0	0	0	0	0	0
4d96205efccc2999c5ef1e78f4618d42	0	115	56	0	0	0
44ccd945adbc5cc30e54a1ebe33ecc76	0	0	0	0	0	0
7f111ca652efc8c75ae384e33fa4269b	0	0	0	0	0	0
b9ef36bb564bf49be00eb50d017d7c0f	0	0	0	0	0	0
958f6be00c6021c539a0680da689acce	0	0	0	0	0	0
bc43e56295d7c43ac619d11da9f85b6b	0	0	0	0	0	0
996243feffb4007960b57ccc5f3240d7	0	0	0	0	0	0
918bec6bf60feb189c21d9f587beab25	0	0	0	0	0	0
783defecff53344616ecb5abc35cc51a	0	0	0	0	0	0
5c3ad4b9adb94dc14d393f3208a6618c	0	0	0	0	0	0
f66835d0916e48e8e18d73abed39fcce	0	0	0	0	0	0
78cbb6c364fc8d77876d719a4cc004e3	0	0	0	0	0	0
e6863ad2678032d52d87cb26658cfdc5	0	0	0	0	0	0
f5c5a233e1474cf8728f9a0c3729d732	0	0	0	0	0	0
42e1c199f62adbd7bb1ac998baf9080d	0	0	0	0	0	0
9aa53050cac4c05008fbc3c0ee6beea8	0	0	0	0	0	0
ecae2a594fc4998219ae2e47cefa79e1	0	0	0	0	0	0
dda08c7ffe12ed245f39c4336cfc962d	0	0	0	0	0	0
151f742d86dbe2057570b3b25363f4a2	0	0	0	0	0	0
f485a47db0c8ca3a2564475d9cce946e	0	0	0	0	0	0
274ebddf53ac561ce88609ca7102857b	0	0	0	0	0	0
0e981b3ad0f038fadf0469929290bea0	0	0	0	0	0	0
b91423e5a05ef2e6797577968690327d	0	0	0	0	0	0
48674857fe15ee8b688baee6282cfea8	0	0	0	0	0	0
f56f3ad3c8897c75bbabd7355cc1223a	0	0	0	0	0	0
b20f7f0d3c4de0241751e41e1e2499e4	0	0	0	0	0	0
bd3a43a666d2622011e2d2702c9fd45a	0	0	0	0	0	0
3347463da59b507f43d6718f1bff0322	0	0	0	0	0	0
5dd6433d707f2967571097edb225a9b2	0	0	0	0	0	0
c50861ad69241c22038e1a6c46b9fcd6	0	0	0	0	0	0
2f58a93224a54e1bf4d85ad526e17251	0	0	0	0	0	0
a9ab0a75094ea05008367985d0d0e02d	0	0	0	0	0	0
47f7405ac97ba6698d45ceb5e063d9b1	0	0	0	0	0	0
764f1bf8d04fb938f17f44ef72bd15d8	0	0	0	0	0	0
ada649d72854ebad57aba105dba503d9	0	0	0	0	0	0
288a52fdf086b2eaa28af7eb8ef139a7	0	0	0	0	0	0
701332827d2216f12f30ebfdca98ba1f	0	62	79	0	0	0
31ec8b6e3d334286bd9e70ba6123257d	0	0	0	0	0	0
68122da709b836285ec38131a85b6e60	0	0	0	0	0	0
7dcadd74affedb3e195d369eabfbae87	0	0	0	0	0	0
1f9749fbb28f4f0ef36d275e6f7abfc0	0	0	0	0	0	0
d738ee566f85e74714522a169524322d	0	0	0	0	0	0
9ae82558c501ad86a991b82c78807851	0	0	0	0	0	0
eacadb3736e080a73d79a62edaa6bbf7	0	0	0	0	0	0
30ee5a18a4affc2adb33b0495e603001	0	0	0	0	0	0
499a8de273dba28f6e39660affdb1513	0	65	68	0	0	0
8ff75435f00cd9a70137b9f63ac2b069	0	0	0	0	0	0
9eaef9b1bc0e7f2a46df9ac9acd69533	0	0	0	0	0	0
3c1a1a195201bf953b0ba92b0e0abb6b	0	0	0	0	0	0
efd2ddfbd919f810f1124bb3c92214df	0	0	0	0	0	0
0ca520b2d1f390302efe06248be4b280	0	0	0	0	0	0
7aa2c0e5c65264402166e57d6a50d672	0	0	0	0	0	0
8a5cec68140b04ca455b832901cd438f	0	0	0	0	0	0
e66fd2cbcefbe7486f15905dc3ef2fe6	0	0	0	0	0	0
8ca32fead1d1f40cffd3ecb165ca4d09	0	0	0	0	0	0
c8c27991fc4b9dbaf393e756a8480704	0	0	17	0	0	0
57e42662f941d9f3d36c957a204e1215	0	0	0	0	0	0
1e67a1c5810bf593a6a3858e9e84aa9c	0	24	0	0	0	0
aa2e9f9f3f4a8460723de397cc5349df	0	0	0	0	0	0
7cde66afffc102f6063ffed3f930219b	0	0	0	0	0	0
2ff529594fdf251cf59d6c4bee5222c1	0	0	0	0	0	0
0f2ae79c6789d9ddb522c4e0364524f2	0	53	62	0	0	0
c318f647553f8d9299df43fd22cf35c1	0	0	0	0	0	0
68c6dcc49cb423cd263444e46e378208	0	0	0	0	0	0
59853fcbd369eb324ea5ae81a673412d	0	21	56	0	0	0
c4e3d19d6d180d9dbf222634944034f6	0	0	0	0	0	0
41d32cb9c26ad7ccadac6d3732f1b059	0	0	0	0	0	0
e6fdf59d1083b25505109bfc6b29a87b	0	0	0	0	0	0
f1514371a86826a3be2fb7f0ed7d6fa9	0	0	0	0	0	0
a79d1e0f51807ba5cf45f3ce536ffded	0	0	0	0	0	0
caf4d8300ecc03a4517e25b89df00d5e	0	0	0	0	0	0
ba125a586257083a166c4e8ae6e68882	0	0	0	0	0	0
da944be17086af76c758435a4973dd6d	0	0	0	0	0	0
806726c1fdbf25421ffd66ffa8e837e3	0	0	0	0	0	0
98ecf5aed9ae5f035b3fce7a7c1dc86c	0	0	0	0	0	0
2f6717d25a1ae2f7c95cd453a114b18e	0	0	0	0	0	0
4c30744f083d5300d23943845ff9bdf7	0	0	0	0	0	0
786e45499089e2f02be89089df2fbf72	0	0	0	0	0	0
18c69f1255f790e004d45024f6d152d7	0	0	0	0	0	0
f25034d10c5d59db815b38a5a3494ebb	0	0	0	0	0	0
101637aba474a6614786486ad42acb11	0	0	0	0	0	0
f97b4ba7090fee14ef8ebd4be72579ff	0	0	0	0	0	0
b21ab86b96eefdb72a051d4795240c24	0	0	0	0	0	0
e1b588957e2cd846b105219e4cd9835e	0	0	0	0	0	0
6120c9efeee811895404039f917584f6	0	0	0	0	0	0
ae622acac3d92d3c30c183b706588d3d	0	0	0	0	0	0
12f5de713478b8ebc806b0ffcfbed1b9	0	0	0	0	0	0
a32a5bec7faed3082dbc43aef3ab8364	0	0	0	0	0	0
53d827869a838d039865d2bd31420535	0	0	0	0	0	0
c66c595917fa584933d2201d2e3b3903	0	0	0	0	0	0
3657e41ad2fc126d8528ab55461567f6	0	0	0	0	0	0
015799110e16e190a75ce3b14c5691b6	0	0	0	0	0	0
24a15a5df1d1a9e1dd102062ff9d6f36	0	0	0	0	0	0
8af7b2021d4b64039b3c145c8ac3c6b0	0	0	0	0	0	0
8ad8c47c435ba3d6b06db328f7091a96	0	0	0	0	0	0
23dc378aeaa4ba73d14114bd01cfc2ec	0	0	0	0	0	0
915a3d19fa9a85b9152d5a642eafe7ea	0	0	0	0	0	0
6f925e126b5a8fbc26acfd3d9dba040c	0	0	0	0	0	0
45f5aae03399d7bd9cc42e5fdf586cd8	0	0	0	0	0	0
6c58ae7134e448082da342c41d70b77d	0	0	0	0	0	0
156d6e3662d1376373587c62e5122056	0	0	0	0	0	0
685e8a35489437fe1019481ae0afc558	0	0	0	0	0	0
c46bdab46f1cde2bd7360b03fff03067	0	0	0	0	0	0
0ad4fe93f80cf1ee9cdc926773154ee9	0	0	0	0	0	0
3b958805c958cbc6821e38e31206e2f4	0	0	0	0	0	0
2d6b978a7a72767490ab2f944333fa59	0	0	0	0	0	0
b7f5b21246c7224f3f36c86f054b15b4	0	0	0	0	0	0
5b1792dd78c4f93986eae2bec58d7dd5	0	0	0	0	0	0
5c6e997f83c922d5089266c3a72cd0e1	0	0	0	0	0	0
005e88956f0efb5635408a7088d0a4c1	0	0	0	0	0	0
c5a035c3897859aab7e6117119303227	0	0	0	0	0	0
44ff0d6c923ff8c74b03334cffe15ecf	0	90	0	0	0	0
48b01b61a3a8c71cdb838e98ced134d5	0	0	0	0	0	0
37628218bf37a99b64d77f40a31ae417	0	0	0	0	0	0
e049265619881de47cce2778231ef2e7	0	0	0	0	0	0
7aa00334a2439eda234ed44d91c59676	0	0	0	0	0	0
7b86deddf42a2629da116c3552a03bb0	0	0	0	0	0	0
2e7778934d61effc9f845bb5699293dc	0	0	0	0	0	0
88f4d63e143fb3ec9a9a225b1efd630a	0	0	0	0	0	0
4ed1ac1047e78385b2857874a37dd53a	0	0	0	0	0	0
9136eb7af1990cd911e4081adb813965	0	0	0	0	0	0
a966f0872cfb856fc5979879962bc8a6	0	0	0	0	0	0
b06525ee2088c6045a02662cb5beb5f5	0	0	0	0	0	0
d66c5185c0d8bf15a5176c58f8683083	0	0	0	0	0	0
92d33e9257c33cabe7ea4c804c11449d	0	0	0	0	0	0
a1cfea0ed2162ee9afc2dc8ac1101a55	0	0	0	0	0	0
d71ab53fb17a28ed2c1b89a347349d0a	0	0	0	0	0	0
f5861cff16f4eeecce48d9721bc35527	0	0	0	0	0	0
a266bed211826261e4b09ecc664a1301	0	0	0	0	0	0
9ba4b618975472be3c531910e900c407	0	0	0	0	0	0
9a6ac5cc4de2c7a61503e9df82c1d10d	0	0	0	0	0	0
995194c94d03ac9bcaaa247332794e07	0	0	0	0	0	0
4f4dbbbc8cefdfaeaba5041bcd40eda8	0	62	20	0	0	0
73d2eb1cd417c0018513ebe0aa9b46ba	0	0	0	0	0	0
3f093c575eda07d94537be7bc57041ca	0	0	0	0	0	0
0f8e65b05fd4fce2d9e2a3dcae4ad2b2	0	0	0	0	0	0
8c0ff2f0f2cd51958fa609c67204e9ac	0	0	0	0	0	0
a514db7dea35e1f53db2de4a973dc42e	0	0	0	0	0	0
f4a3c0898f1ea3360dbaef9fdad04a7d	0	0	0	0	0	0
6a9133c1894b500b5be204c04bf54589	0	0	0	0	0	0
df62197b329c9c040242e0729cd98605	0	0	0	0	0	0
4613b2841fe9b54d6c46221263ef025f	0	0	0	0	0	0
a5744a7d5d1cb6c43882c6b9cec5c590	0	0	0	0	0	0
f0fa5bc286ac2e54b7cfdc29984afa2e	0	0	0	0	0	0
a9332b37ed36afa787a1841522e0d25d	0	0	0	0	0	0
b9017a276b2be472280a08d6ebaf81fe	0	0	0	0	0	0
1a7e35355efbe59fc7e181ed0beb6990	0	0	0	0	0	0
4dfa1cd3d6dd168be3a1454a375d53d1	0	0	0	0	0	0
7b74c60dd4c827cd0c856337f794a7e8	0	0	0	0	0	0
fac164b3348423c6c421249acbc8a78c	0	0	0	0	0	0
220a5b223fb4bb398123849429d74640	0	0	0	0	0	0
cced2de7306ebdb83be4f70236ca6e97	0	0	0	0	0	0
54b6e5f57fd2332884698221a0f8d1c8	0	0	0	0	0	0
fff505da0befc34b2cf5a59d03d1e496	0	0	0	0	0	0
9c903f905d04d76e20ff7325fffe72f4	0	0	0	0	0	0
4564ff3d6672e736119a0d36b3f2d5fa	0	0	0	0	0	0
57c95362397e67e2a28096d9794003b7	0	0	0	0	0	0
757fa9617aa82808cbf7c0bbf9fc3df3	0	8	0	0	0	0
05708295813422148f014cb355fe5aed	0	0	0	0	0	0
9c6fb9de80ec58abbcb002aafafd3c85	0	0	0	0	0	0
eec7ba8dc416956faa45f9fb861835a7	0	0	0	0	0	0
6a89b822a6dfa40562eced2c234dc350	0	0	0	0	0	0
05cb1899de113dfedfa07b6978bcfdd3	0	0	0	0	0	0
2d5e3537595806bdbaa13843a148d725	0	0	0	0	0	0
4469fbef688162aabfd64b8ccfa3a17a	0	0	0	0	0	0
8e80e5378ee6a8a8497ba5c8379ffd05	0	0	0	0	0	0
90be936d87e6ac42bed5431461d79e85	0	0	0	0	0	0
9682d0a1220497786139febe2ed2eb52	0	0	0	0	0	0
bdb97d3b25010ffe807572bf0f85a393	0	0	0	0	0	0
e800d52e2b60d3de7885f60243bb6e0b	0	0	0	0	0	0
f9e34b8440a2008a02930da6bbe98325	0	0	0	0	0	0
1d23a9f548125dc3451e3e1fd21ad231	0	0	0	0	0	0
df6de8a4b05db62b5d22cb2d11f09fdb	0	0	0	0	0	0
b9391966f48ac2b5f5c205b8ad94cb9c	0	0	0	0	0	0
2a91a453f82491b10716acaa3745685a	0	0	0	0	0	0
5497318e515a8c328a68f95975d9c7d4	0	0	0	0	0	0
ed7f6685c00db495df0ff98bd2c2c08b	0	38	26	0	0	0
87db299526e2f56e8978caaee9e8691d	0	0	64	0	0	0
33ed8088d69892489856e4c834dc424b	0	0	0	0	0	0
2f60565bb8b0dc53dda6f853b92ad1a9	0	0	0	0	0	0
d4e740bc5c2587cbbb188e8e30026611	0	0	0	0	0	0
621ebae3b580bb0733c5fa09bb58c939	0	0	0	0	0	0
eaaf5a9027a6ca13dbae4a45a2796f8d	0	0	0	0	0	0
03ba1234e5f37755a3d1a392b92b17f2	0	0	0	0	0	0
cbffd411abc539e694efaa34f31bc67a	0	6	48	0	0	0
0a03a17201a05fe99f8fa3b7497c4252	0	0	0	0	0	0
3debc5be1de41f435568c593b5adf803	0	0	0	0	0	0
f2b35ec9b9688ef87fc8ffeb1b3738fe	0	0	0	0	0	0
69b0bfb8c3a320738dbf58d725bc3fe3	0	33	13	0	0	0
84fdfad19fd02d8438c62d84266e6f74	0	25	34	0	0	0
43703f150506e6255ac8c999b5d0d3dc	0	0	59	0	0	0
2ad720f1321ec39aa442d0e5b819a633	0	0	59	0	0	0
2ec301e95b3cfdc816b125958385a722	0	0	0	0	0	0
bd6383169ddd32592a82ccdb7511c186	0	0	0	0	0	0
7c032999ff77fda6c0c4b8fd14ae9dfa	0	0	0	0	0	0
c0c30044fc5ef38a74295a140546e8e5	0	0	0	0	0	0
d2efbe6878b5c4df5184eaad17afe04b	0	0	0	0	0	0
c63ffe3cce7758afab3a760641849e3b	0	25	32	0	0	0
fc625be7697cb5e4ab8b88890219c62f	0	15	42	0	0	0
47b3ac7c42bef5b63eef5204a7349d05	0	0	0	0	0	0
208b28e6a73d8135ffdb0c13d7b92ca6	0	56	0	0	0	0
8ac23bc05ca285fe8d3bdaf861f9ca23	0	0	0	0	0	0
cc7762d7f1b2fbb41fa7cac7a6bf6e16	0	0	0	0	0	0
4ef8d94dc642825e42346f2b4892d797	0	0	0	0	0	0
e75554236becfe4cf42e4001d78553c8	0	0	0	0	0	0
a7451eb0d223b8074b414fb7a7e621ad	0	0	0	0	0	0
dfb0e9cd23a872e12d11b33bb9d8fc2e	0	0	0	0	0	0
5a90e7ffe242256a5c625bd072bb3337	0	0	0	0	0	0
d2486c9c531c1b573282ad817110bc5d	0	0	0	0	0	0
7aceec4098265b2bcbe78ce33eedb20e	0	0	0	0	0	0
7b22cef87adce3afe42aa0857a7306b4	0	0	0	0	0	0
06d6d209ce0b240d7030d19fbe3a6994	0	0	0	0	0	0
e46905eee51c6ab2b832a392fc37bf37	0	0	0	0	0	0
8a7d1e5101d6f4405880d42b7194b799	0	0	0	0	0	0
7b6cf08b6602525d23e012b949495429	0	0	25	0	0	0
7c560d8c49e4c6e7a79a93c01d9ef80c	0	28	24	0	0	0
8e37e01ec829ec68def628042e159a55	0	0	0	0	0	0
e38e782bf3d481cf0be6e23668dc08d8	0	0	0	0	0	0
e9bbb12fb1e0becba1e41edc56e7a6b2	0	0	0	0	0	0
485762797dedd113f68eba330e059d0a	0	0	0	0	0	0
bf4981bce64d55eca19ecfcbda4f0370	0	11	31	0	0	0
f42174def32779ec0a703ad96604de3a	0	0	0	0	0	0
ce938775d2a1f3e68f1d31da110dfd28	0	0	0	0	0	0
de8a4921954a6a86db4dd3eadc4404e5	0	0	0	0	0	0
517623a6552fdaf9cc48ec6a0d71bf0d	0	0	0	0	0	0
489908143e8e4b4a65fed4ad6be9bad1	0	0	0	0	0	0
e2c068dcaffc0ed4ad7b7bf150965316	0	0	0	0	0	0
b4761a70d4693827b84609a5fd6c4d15	0	0	0	0	0	0
1306085c8edda6a3dd5bd814d7ff3f4d	0	0	0	0	0	0
9bc889ecea2ce9131ecaf4365b3aa0bc	0	0	0	0	0	0
4d4b70034f87b09264da8b91cd73fddb	0	0	0	0	0	0
a17f5932a257f18213e56f7dc4eedb93	0	0	0	0	0	0
f1975c4d441232fb7539c0f4d74617ec	0	31	15	0	0	0
b2baba1c607551e58e082c92540752fc	0	0	0	0	0	0
64cd2844d927af8334a1857cbf205c51	0	0	0	0	0	0
70ec0112de5486538b1c068f737e71be	0	0	0	0	0	0
4ce67d771fe134cba79591db7d50fe0e	0	0	0	0	0	0
469e14da1db984ca51080e60ba92bf99	0	0	0	0	0	0
eb241f2556d21505cee4580dac4d81a9	0	0	0	0	0	0
9fad4dbc229b785601e86eb6c1591eb9	0	0	0	0	0	0
0de30983620cb3859777001b01b36d72	0	0	0	0	0	0
0c132b1f877123962b5433f70241107c	0	0	0	0	0	0
f403dd9d498dabdc892538a4a5b408cc	0	0	0	0	0	0
54193c259813eaff1685a86d73eda16c	0	0	0	0	0	0
2d1ac4ea6a5928bfd246c20b08ec9c02	0	0	0	0	0	0
e2f9a69774e2bee0486b1626f48d2ead	0	12	31	0	0	0
6121e5cdb6f6374446748003af92aac5	0	0	0	0	0	0
8686c01bafe7e7c04076dc841aa71031	0	0	0	0	0	0
b32946e800b3365ae1dfeb8dfa9f63d2	0	0	0	0	0	0
dfd52afabbc8dfbb67fedc71278d76aa	0	0	0	0	0	0
50000ee1309c8b1836c5c4614d807ec6	0	0	0	0	0	0
0447691c5a1f7842e3766e16f485a6ad	0	0	0	0	0	0
c140455070ba31b2aa718520704af29c	0	0	0	0	0	0
9b2e76219f3cf26a129708941cdc82e0	0	0	0	0	0	0
9eadc929a5627b0d07ef825586636515	0	0	0	0	0	0
f6dffcab15c9494f1e9bb5983b1ecfc4	0	0	0	0	0	0
7c71f171f9f86a3a0ebafe6f43f75ff6	0	0	0	0	0	0
0ce94a6fcb00c826ef25141828cbad41	0	0	0	0	0	0
ab20a2ae31f3078aae2bdb7637ab637b	0	0	0	0	0	0
3386ed4c5f410a1bac909e9d2b23c2a3	0	0	0	0	0	0
2c5e57709ae89eee68eb98fc190d26c5	0	0	0	0	0	0
dd6a8ec6ea92b8d0fea56db6b47758c3	0	0	40	0	0	0
a49c383a55c704d49014d90aa4e0aa47	0	0	0	0	0	0
07bd5c1761e47b23e567b11a0d28b3be	0	0	0	0	0	0
2cb6483c6e3fe479798101eb1ead91cc	0	0	0	0	0	0
64337041f05b01edb3d0c18d71ef6c1d	0	0	0	0	0	0
2b868acb906ca5a23d3950b48894cd70	0	8	11	0	0	0
de890712310124588ae21ca491a394bc	0	0	0	0	0	0
052ba7abaeaa968c4f79e3f97d1f0a2f	0	0	39	0	0	0
cede2e46081113c53c5413d26de0f12b	0	0	0	0	0	0
e5dbb18f927334c758227df1db301ee7	0	0	0	0	0	0
34f2dced1f3d12aef89b8c2894f54244	0	0	0	0	0	0
88e7f4b448a94f23c2434ec82979d016	0	30	8	0	0	0
1d4d7689161094f1e7d842fa48eda923	0	0	0	0	0	0
eec84d299e35d6849ab4bee59a47802c	0	0	0	0	0	0
62611dedc42201591d0c89973f903dde	0	0	10	0	0	0
8765d8655436cec101ddbcedcb16bfa9	0	0	0	0	0	0
8e7076e0803a1f460268b810202f6876	0	0	0	0	0	0
d02e3483f856da80e38ce66a106cec70	0	0	0	0	0	0
8ef22ced35a48f854cd7d877c3e65654	0	0	0	0	0	0
b1904e87f346a43ae524c1a3fc8115a0	0	0	0	0	0	0
686b622fba2419a8b98957dd7d04c52a	0	0	0	0	0	0
d0d8975fee656ebd3c2ca15156ffcc7b	0	0	0	0	0	0
2dec03bb16db2d133d91f769f9964bd6	0	0	0	0	0	0
b02a8d33d018119dedb2db15db887bfd	0	0	7	0	0	0
26d02f64713cd3e255a333557272fd7e	0	0	0	0	0	0
036ce278a37f938d8130f32af997a169	0	0	0	0	0	0
892f479bf0afc5f3d9e5ad656107bf46	0	0	0	0	0	0
b01d9dd10f98a240f01cc643003a2f89	0	0	0	0	0	0
30cf88067273122c8ecd817731e6c94a	0	0	0	0	0	0
17aa4a4b8ec12227b327784ca0d0d6ea	0	0	0	0	0	0
b34b9f9af57cc5d64fa0590f163b9770	0	0	0	0	0	0
516c4318d69f8934f0f32b821ec6f390	0	0	0	0	0	0
805298bbb4bb814d29c96c3fa1b18b9a	0	0	0	0	0	0
54779f54f720ed39437dda6e1c2e6c27	0	0	0	0	0	0
a66624b770b00882642a2087ac28cd99	0	0	0	0	0	0
e277a74232d5b221ca58c64797ae674a	0	0	0	0	0	0
2881d115c7b437bc777af92959e03eb7	0	34	0	0	0	0
a3c85e61378109054b1c40c7f561d1f5	0	0	34	0	0	0
6d3d010376e52b801f005bdc4229bb7d	0	0	0	0	0	0
eabe515f4d3bb25409195900ebfe2509	0	0	0	0	0	0
c879284867fbb34ca99e048739592282	0	0	0	0	0	0
4eb512b99702793907365c13f13b21c2	0	0	0	0	0	0
f418f3f9e1df4b032c82e3649b45bcfb	0	0	0	0	0	0
83f82f2e37d63e5b6d541092f6b5c825	0	4	0	0	0	0
411727d9af8e4a45833da6931ea3e92a	0	33	0	0	0	0
65248b1d7934168965d70e1652f0b7bb	0	0	0	0	0	0
7914febd4818c2b4737b87f9524c558e	0	0	0	0	0	0
e084528bc3b33f5a7c77be729d2aa20e	0	0	0	0	0	0
5a110ebff4f0baf30e454c7cb87107e8	0	0	0	0	0	0
04dac2e0497cdc1340d4c10ddcec5e5c	0	0	0	0	0	0
b7f3c17cbf0f248028d68808602bfe31	0	0	0	0	0	0
c233f708a3ff198b2f6d0a937e5d6da6	0	0	0	0	0	0
df0702e3020ccd653b194a7b18031034	0	0	32	0	0	0
09d51a76a2309c742fc27a9dae672632	0	0	0	0	0	0
08cc58229560d52139d318678844fa1d	0	0	0	0	0	0
3a38a1ab189b7fa30155678f6715a1b9	0	0	0	0	0	0
663a21518174d308b37f96686fe8f4d8	0	0	0	0	0	0
b7d2abe1522d441583c1892713de84e8	0	0	0	0	0	0
aefee5bc52e9799c6ab5d26fc931abdd	0	0	0	0	0	0
ab6c18f88d5dbfb2528ca89ad178b171	0	0	30	0	0	0
26a8b4b4b23102b22f229707ba6841e1	0	0	30	0	0	0
71e3f609e311de9dcbb043d15f288f6f	0	0	0	0	0	0
ec3b3fb5561c7f52c95cb4eca383cdd4	0	0	0	0	0	0
ebc844ec2939da02432e6153ec5ea3a1	0	0	0	0	0	0
3b5edafdb2fe3a9129142c750ceac143	0	0	0	0	0	0
b8296f2d54a51ced282ddb197c427b86	0	0	0	0	0	0
c086f384e3c9c441532a4e41163eb552	0	0	0	0	0	0
2c48b248a8b0985dad2c5b2c43afd909	0	0	0	0	0	0
2cd4dad4b13b9ec4060a338100e64688	0	29	0	0	0	0
8216a22a3792f845aee428c4cf484e6b	0	29	0	0	0	0
