Genus	P28660_2001	P28660_2002	P28660_2003	P28660_2004	P28660_2005	P28660_2006	P28660_2007	P28660_2008	P28660_2009	P28660_2010	P28660_2011	P28660_2012	P28660_2013	P28660_2014	P28660_2015	P28660_2016	P28660_2017	P28660_2018	P28660_2019	P28660_2020	P28660_2021	P28660_2022	P28660_2023	P28660_2024	P28660_2025	P28660_2026	P28660_2027	P28660_2028	P28660_2029	P28660_2030	P28660_2031	P28660_2032	P28660_2033	P28660_2034	P28660_2035	P28660_2036	P28660_2037	P28660_2038	P28660_2039	P28660_2040	P28660_2041	P28660_2042	P28660_2043	P28660_2044	P28660_2045	P28660_2046	P28660_2047	P28660_2048	P28660_2049	P28660_2050	P28660_2051	P28660_2053	P28660_2054	P28660_2055	P28660_2056	P28660_2057	P28660_2058	P28660_2059	P28660_2060	P28660_2061	P28660_2062	P28660_2063	P28660_2064	P28660_2066	P28660_2067	P28660_2068	P28660_2069	P28660_2070	P28660_2071	P28660_2072	P28660_2073	P28660_2074	P28660_2075	P28660_2076	P28660_2077	P28660_2078	P28660_2080	P28660_2081	P28660_2082	P28660_2083	P28660_2084	P28660_2085	P28660_2086	P28660_2088	P28660_2089	P28660_2090	P28660_2091	P28660_2092	P28660_2093	P28660_2094
CAIQIQ01	0	4.6200177956241015e-4	5.099335046709909e-5	0.0012275744774236023	8.608028062171483e-5	2.6772525849335304e-4	0	1.9352261093215473e-4	0	0	0	4.7451028105608957e-4	0	0	6.32307462377706e-5	6.00103596831453e-4	3.336161127050547e-5	5.5218432494013156e-5	0	0	0	0.0013401340866400348	3.677719477033905e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIRDJ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015019694047428544	1.4933970516075353e-4	4.620966076865346e-4	0	1.34953759934437e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIRDP01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3713255820787336e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIRFN01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029452054794520547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIRTM01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.13749005671861e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAISCU01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003356164383561644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAISOI01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019040156422208145	0	0	6.194060911542911e-4	0	0.002627917761632401	0	0	0	1.1418592154755508e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAISUE01	0	0	0	0	0	0	0	0	2.7174897641218884e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	7.58003250991721e-5	1.8896044326462691e-4	0	0	1.717593308256471e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1706860220088972e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAISYW01	0	0	3.0596010280259455e-5	0	5.380017538857177e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3410095973618685e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAITQP01	0	0	0	0	0	0	0	0	1.8116598427479256e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAITZA01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2800546156636016e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIUPP01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3772442862324028e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIVAT01	0	0	0	0	0	0	0	3.121332434389592e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIVBF01	0	0	0	0	0	0	0	2.4970659475116737e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIVDV01	0.0011779712155867996	0.0029659373502772014	0.0031411903887733038	7.475174192132551e-4	5.649018415800035e-4	0	0	0	0	0.004750191351496631	8.646327486907197e-4	0.005852293466358438	1.282873636946761e-4	0.0010751816732852474	0.0023452858604554915	0.0028110115851578588	0.00140118767336123	6.422775569040477e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIVQB01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.759365523953073e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIVRH01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.533697437757344e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007407407407407408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00437636761487965	0	0	0	0	0	0	0
CAIVUX01	0	0	8.158936074735855e-5	0	0	2.3695224027572625e-4	0.0015201628291565956	0.0020163807526156767	1.8116598427479256e-5	6.427073169306636e-5	0	0	0	0	0	1.0107007946634998e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIVZM01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5112413103624656e-4	0	0	0	0	2.807419448117485e-4	2.560109231327203e-4	0.001212593935063956	2.927511048993314e-4	3.557871852816976e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.868180753921798e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIWCD01	0	0	0	1.303012015142371e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIWCR01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.731864588930682e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIWMF01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7244748973937435e-5	0	0	0	0	0	1.0665334800467194e-4	0	1.8248226412763652e-4	0	0	0	0	0	0	0	0	2.8014971200609605e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIXEA01	0	0	0	2.743183189773413e-4	0	8.6164451009355e-5	0	0	0	8.76419068541814e-5	0	0	0	0	0	7.390749560976843e-4	9.055294487708629e-5	9.299946525307479e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIXIX01	0.0012213321192280314	0.0011692637630900504	2.1927140700852608e-4	3.977615625171449e-4	7.747225255954334e-4	1.292466765140325e-4	3.816308357715303e-5	0	0	7.712487803167963e-4	1.0445227836532185e-4	0.0030599829662976033	8.837573943411019e-4	0.001474997973903882	0.002103859374820367	5.243010372316905e-4	0.00141071956229566	1.83092697216991e-4	0	0	0	0	3.8180904494397795e-4	0	5.702468775706173e-4	0	2.968982718557614e-4	0	0	0	1.1418592154755508e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIXRL01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011414188714586747	0	0	0	0	0	0	0	0.0053285968028419185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIXSE01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.571623627370006e-4	0	0	0	0	0	0	0	0	0.0021746575342465753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIXZV01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005320259092590084	0.0013756355295775676	0.0023711487880625766	0	0	1.2759264575619498e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.438773121048934e-4	0	4.2428953755407466e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIYEO01	0	0	0	4.7319910023591375e-4	1.5064049108800095e-4	1.415558838010832e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIYID01	0	3.4222354041660015e-5	0	0	0	0	0	0	0	0	0	0	0	3.2417537887997406e-5	0	5.053503973317499e-5	7.62551114754411e-5	9.299946525307479e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIYPH01	4.336090364123188e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIYRB01	5.094906177844746e-4	0.002948826173256371	0.0016929792355076898	1.5087507543753772e-4	8.608028062171483e-5	9.108813392417528e-4	3.180256964762753e-5	5.306265138462307e-4	0	0.0012562006649099334	3.9749894822358595e-4	0.0023360506144299792	1.7817689402038344e-5	8.320501391252667e-4	0.0019659013830288677	0.0035437696612888965	0.00317888495963245	0.0014531166445792938	8.844749377708704e-4	0	0	0	3.200458170853933e-4	0	3.0478712421877816e-4	2.0775884863823518e-4	3.2143531911656815e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIYVX01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.571623627370006e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIYWZ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.133424359439336e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIZLB01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00232312167113663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIZRG01	2.56552013210622e-4	3.080011863749401e-4	3.671521233631135e-4	9.601141164206946e-5	2.9052094709828755e-4	2.523387493845396e-4	9.540770894288258e-5	3.8704522186430945e-4	3.4421537012210585e-4	8.764190685418139e-4	0.001111256183719952	0.0012349434237741818	0.0024267692965576223	4.754572223572953e-4	3.391467298207696e-4	6.569555165312749e-4	5.480836137297328e-4	5.085908256027528e-4	3.6221354594426127e-4	0	1.0405204683382629e-4	3.295411688459102e-5	3.70579367151508e-4	0	2.818461578797303e-4	8.499225626109621e-5	9.814818904322691e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIZWU01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.428011731665611e-4	1.3756355295775676e-4	0	0.002244937420321108	0.0012371095078004004	0.001214583839409933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8602397653798e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAJAQL01	0	0	0	0	0	0	0.0010876478819488616	2.9340524883262166e-4	0.0024366824884959597	9.932749443473891e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077847931219774315	8.964790784195073e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAJBEZ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.474433956801204e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004866180048661801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAJCIR01	0	0	0	3.428978987216766e-5	0	0	0	0	0	9.290042126543227e-4	0	0	0	0	0	0	2.716588346312589e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldilinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015756862769001952	0	0	0	0	0	0	0	0	0.003775684931506849	0	0	0	2.000293920739374e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldithrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026881146928935634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calidifontimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4633575275111216e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4835298515876737e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidimonas_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.703000289164203e-5	0	0	0	0	0	0	0	0	0	0	0	4.62847040434621e-4	0	4.6537450400875233e-4	0	0	0	1.325289402870692e-4	8.521808974346416e-4	0	0	7.95172000450993e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga	0	0	0	0	0	0	0	0	0	0	0	0	1.4254151521630674e-5	0	0	0	0	0	0	0	0	7.323137085464671e-4	0	0	0	3.494126090733955e-4	0	0	0	0	0	0	0	0	0	2.788982837551953e-4	3.2249636681308275e-4	0.002022236136259794	0	0	0	0	0	0	0.001186823881270139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caproicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.929223786759918e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001504331538281433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caproiciproducens	2.890726909415459e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4301198826899e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capsulimonas	0.0024029167434516004	0.011840934498414364	0.004900460979888222	0.002496296702693806	9.522631043777203e-4	0.004117429837518464	8.523088665564177e-4	0.004950433240941894	0.026966556759302873	0.005094916185123078	0.002991397194295745	0.02550188587419394	3.064642577150595e-4	0.024367182645811385	0.0034259567961555707	0.01602592447538312	0.0028452688469273956	0.012453209644044547	0.021648577048296543	0.004771774750725175	0.0018885446500339468	0	0	0	0	0	0	0	0	0	0	0.010219861493982385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carbonactinospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.441789255683403e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cardiobacterium	0	0	0	0	0	0	0	0	0	0	0	0	7.198346518423491e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017861699413115589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003245248029670839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.645578032377256e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp-actino5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010471674541478219	0	0	0	1.4722228356484039e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Castellaniella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013053149145399205	0	0	0.0010461865642204195	0	0	0	0	0	0	0	0	0	0	0	0.004032258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catellicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.768385178937057e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2903954255482164e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenulispora	0.0020813233747791304	0.0010665967009650704	0.0020040386733569944	0.007680912931365557	5.326217363468605e-4	0.006243845396356474	0	0.007229005918046295	0	2.9213968951393797e-5	0.001253427340383862	3.406740479377053e-4	2.565747273893522e-4	6.807682956479456e-4	0.0045928514767253365	0.002457266307025634	6.719981698773245e-4	0.0018541768384831786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulifigura	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6439821664740507e-4	0	0	0	0	0	0	0	0	0	0	0	9.044733745650363e-4	0	3.889436291033553e-4	0	8.721610863966284e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001041552615251587	1.9810369051936693e-4	0	0	0	0	1.519068965731044e-4	0	0	0	0	0	9.105187680681068e-5	0.002044120348010639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
