Genus	P28660_2001	P28660_2002	P28660_2003	P28660_2004	P28660_2005	P28660_2006	P28660_2007	P28660_2008	P28660_2009	P28660_2010	P28660_2011	P28660_2012	P28660_2013	P28660_2014	P28660_2015	P28660_2016	P28660_2017	P28660_2018	P28660_2019	P28660_2020	P28660_2021	P28660_2022	P28660_2023	P28660_2024	P28660_2025	P28660_2026	P28660_2027	P28660_2028	P28660_2029	P28660_2030	P28660_2031	P28660_2032	P28660_2033	P28660_2034	P28660_2035	P28660_2036	P28660_2037	P28660_2038	P28660_2039	P28660_2040	P28660_2041	P28660_2042	P28660_2043	P28660_2044	P28660_2045	P28660_2046	P28660_2047	P28660_2048	P28660_2049	P28660_2050	P28660_2051	P28660_2053	P28660_2054	P28660_2055	P28660_2056	P28660_2057	P28660_2058	P28660_2059	P28660_2060	P28660_2061	P28660_2062	P28660_2063	P28660_2064	P28660_2066	P28660_2067	P28660_2068	P28660_2069	P28660_2070	P28660_2071	P28660_2072	P28660_2073	P28660_2074	P28660_2075	P28660_2076	P28660_2077	P28660_2078	P28660_2080	P28660_2081	P28660_2082	P28660_2083	P28660_2084	P28660_2085	P28660_2086	P28660_2088	P28660_2089	P28660_2090	P28660_2091	P28660_2092	P28660_2093	P28660_2094
Pseudescherichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8800897076740414e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudidiomarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8833094322156715e-4	0	0	0	7.662899423398224e-4	0	1.728638351570468e-4	0	0.001240927183329431	0	5.934119406350694e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudobacteriovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.636064509997345e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudobacteroides	0	0	0	0	0	0	1.081287368019336e-4	0.007385072539765775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.956316612365937e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudobdellovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.148948946749809e-4	0	9.143247254740012e-5	9.504114626176954e-5	1.888716805802138e-4	9.054170439237683e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001240927183329431	0	2.2549653744132638e-4	0.0020409213302004904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochelatococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.789978927651604e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudodesulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4019645790601352e-4	0	0	0	0	1.8910858552978303e-4	0	0	0	0	0	3.4903219442610763e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudogemmobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.490766190138695e-5	0	0	0	7.476990452001874e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudohongiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0648717933502255e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudolabrys	0	0	0	0	0	0	0	4.5571453542088045e-4	0	0	0	0	0	0	0	0	0	2.4993606286763853e-4	0	0	0	0	0	0	0	0	1.8648155918213113e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1524255677136453e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021746575342465753	0.046638086345883255	0.06147519215739835	0.004761678015332603	0.008172629447592299	0.0085120064982316	0.0037100157864102877	8.519380822473942e-4	0.002365353477732257	0.012802303826977892	0.03289627721845002	0	0.023766148222434533	0.004013240262747183	0	0	0	0	0.028419182948490232	0.022263450834879406	0	0	0	0.002041649652919559	0.01403061224489796	0.037096774193548385	0	0.019471488178025034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_A	5.564649300624758e-4	0	0	0	0	0.00120630231413097	0	0	5.434979528243777e-5	0	0	0	0.00570166060865227	0	0	0	0	0	3.3694283343652204e-5	0.01433145419499488	7.933968571079254e-4	0.015997392963197576	2.5266775033057365e-4	0.0017097872366363823	0	0.006544403732104408	7.189354847416371e-4	0	1.0540478537725613e-4	0	0	0	0.04800513698630137	0.04258774640663835	0.06916148809117327	0.03682477705143292	0.06230711451478584	0.03736483170595502	0.005544086795944944	0.007938094549749185	0.014399557468581998	0.02428225798552272	0.005472957152891594	0	0.03914145160428918	0.03901761366559761	0.011976047904191617	0.010526315789473684	0.006324110671936759	0	0	0.011131725417439703	0.020477815699658702	0	0.012165450121654502	0.013066557778685178	0.021683673469387755	0	0	0.0296708391284191	0.021390374331550804	0	0.011933174224343675	0	0	0	0	0	0.016611295681063124	0	0	0	0	0.017361111111111112	0.007518796992481203	0	0.01282051282051282	0.014373716632443531	0	0.007731958762886598	0.0196078431372549	0	0	0.011574074074074073	0	0.011627906976744186	0	0.007537688442211055	0.01662049861495845	0
Pseudomonas_B	0	0	0	0	0	0	0	0	0	0	0	0	9.087021595039556e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.705479452054794e-4	0.005832226503425693	0.0045298308711388315	0.0014319046031821612	0.004963994709426691	0.010703467415768365	0.006230816580336916	0.007199953251051082	0.014416843852097704	0.006788061631289732	0.006192929056427066	0	0.03702593803592516	0.03997804723275079	0	0	0.009486166007905139	0	0.010657193605683837	0.027829313543599257	0	0	0	0.011841567986933442	0	0	0	0.031988873435326845	0.01871657754010695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5607807025073943e-5	0	0.001111738101454524	0	1.3109123622313039e-5	0	0	0	0	0	0	0	0.006275684931506849	0.04976131925358021	0.08863141441502963	0.021822090104552844	0.06912036054277362	0.07225052036620243	0.022837952707767166	0.014852018047554752	0.02706471445775496	0.003271591031530693	0.0125790213064856	0	0.09375315250093462	0.09422539317749155	0	0	0.016600790513833993	0	0.008880994671403197	0.09090909090909091	0.051194539249146756	0	0	0.02449979583503471	0	0.008064516129032258	0	0.10199350950394065	0.05614973262032086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E	0	1.1977823914581004e-4	0	0.1316453612772261	5.380017538857177e-5	0.002988060068931561	0	0	0	1.1101308201529644e-4	7.543775659717688e-5	5.049276067648133e-4	0.0010833155156439313	6.591566037226139e-4	4.598599726383316e-5	4.105971978320468e-4	1.2868050061480685e-4	2.760921624700658e-4	8.423570835913053e-6	5.403530844483157e-4	0	0	2.610900086749261e-4	3.3220465025555373e-4	4.2604651772517373e-4	0.0013882068522645713	4.907409452161346e-6	0	2.1700985224729202e-4	6.911401153672347e-4	0	0	0.002671232876712329	0.014472075010191602	0.027057582724423906	0.015914208166958037	0.014279649254584347	0.013444908872455282	0.0026338599657472583	5.536059740235775e-4	0.0024489043313914963	0.016377545523111735	0.025011706860220088	0	0.007803367019351163	0.02960193458761384	0	0	0	0	0.019538188277087035	0	0	0.015151515151515152	0	0.002449979583503471	0	0.01935483870967742	0.015197568389057751	0.004636068613815485	0.0160427807486631	0	0	0.006535947712418301	0	0.025423728813559324	0.016129032258064516	0	0	0	0.0175054704595186	0	0.022727272727272728	0	0	0.014084507042253521	0	0	0	0	0	0	0	0	0.022332506203473945	0	0	0	0	0
Pseudonocardia	0.0014164561856135748	0.0017966735871871506	0.0028454289560641294	0.0029969276348274536	0.002684628751889731	0.0016494337764647957	6.996565322478057e-5	0.010774839563512873	4.0762346461828327e-4	8.179911306390264e-5	2.959481220350786e-4	1.8858741939408688e-4	3.2071840923669016e-4	0.01244293162600967	1.8394398905533264e-4	0.0035690371811554836	0.0031026298481570094	0.0025691102276161914	2.948249792569568e-5	0	0	0.0026473140563954786	0.002594055570060556	0.001057568932464928	0.00582045088830699	0.0027575265364711216	0.0052975485036081725	0	4.030182970306852e-4	0	0	0	0	0	0	0	0.01159354027530576	0	0	5.8436186146933175e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudorhodoplanes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.973071232653657e-4	0	6.55456181115652e-4	0	5.201854019291027e-4	0	8.99040816453067e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudothioglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1835408913377957e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoxanthomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.280821917808219e-5	0	0	0	0	0	0	0	0	0	0	0	0	7.031745759514295e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoxanthomonas_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74209027928996e-4	0	0	0	0	7.636064509997345e-4	0.002672534280210025	0.0011262504692710288	0	2.44911118964801e-4	0	0	0	0	0	0	0	5.633480838000685e-4	0	0	0	0	0.001146036379308656	8.66307656286584e-4	0	7.922049407478178e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.968367048565885e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9867941032150707e-4	0	0	0	0	0	0	0	0	0.0028082191780821916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Puia	3.5772745504016306e-4	3.764458944582601e-4	9.586749887814629e-4	0.005253195808416086	3.0666099971485907e-4	0.0019017725258493354	0	0	0	0.003949728602228442	0.004790297543920732	5.414283976152817e-4	0	1.0265553664532513e-4	0	0.002394097507359165	6.291046696723891e-4	0.0011828369486875452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUPC01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.809686356141672e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pusillimonas_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013733658085027277	0	0.0014002057445175618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pusillimonas_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.845890410958905e-4	0.0029062504109516984	6.146001684459721e-4	1.3604794329521723e-4	0	0.002969894911410827	0	1.507038484841961e-4	4.897808662782993e-5	0	1.697494731912901e-4	0	2.195624180349757e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pusillimonas_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.968913407679421e-4	0	0	8.931298149780751e-5	0	0	0	5.756095824160174e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pusillimonas_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024760009365488176	0	0	0	0	0	0	0	0.008880994671403197	0	0	0	0	0	0	0.0032258064516129032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWU20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012339485989007971	1.5440806964646167e-4	1.2495771248144684e-4	6.194060911542911e-4	0.004410153741547992	0.0017666674027780845	0	0	0	0	0	0	0	0	0	0	0	0	0	2.823442640898431e-4	0	0	0	5.6374134360331596e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QFNR01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015753424657534247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QHYU01	0	0	0	4.1147747846601197e-4	0	0.0018771541112752338	8.268668108383157e-5	0	0	8.76419068541814e-4	8.327167747457602e-4	1.3991969826012896e-4	0	0	0	2.2740767879928745e-4	0	2.1506126339773546e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QIAJ01	0.0019114931688509723	3.2511236339577014e-4	0.0056092685513809	0.0012138585614747354	3.7660122772000237e-4	0.005502215657311669	0	0	2.7174897641218884e-5	6.427073169306636e-5	2.6113069591330463e-5	4.86677211339579e-5	0	1.6208768943998703e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qipengyuania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.947790420523359e-4	8.228922529266011e-5	0.0012125939350639563	0	8.587966541282355e-4	0	0	0	0	0	0	0	0	0	0	1.692247812769702e-5	0	0	0	0	0	0	1.809906418936962e-4	0.001543553947210455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00954653937947494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00554016620498615	0
QKMZ01	0.00662337803119817	0.0019734890830690605	0.0012901317668176072	0.0013510177209634059	0.0018184459281337256	0.003954332840965042	0.0017173387609718865	0	0	0.0020332922390170084	0.0026142084113098605	0.00219613091616985	0.0035279025016035923	0.0017775616608585246	0.0036156490348688824	8.148775156974466e-4	0.002239993899591082	0.0028858896561344775	0	0	0	0	0	0	0	0	0	0	0	0	6.649650725416442e-4	0.006224926600775455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QMZJ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7067394875514688e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QNYK01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6300908696395462e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QQUY01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011077978344828632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Quisquiliibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017345540080889446	0	0	0	0	0.0012819011940997424	0	6.349507764795244e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QXHL01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5109734446417105e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QYOJ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.532344567838507e-4	0	0	0	2.834406648969404e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025957234232204603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002551020408163265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAAP-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001021719923119763	1.1072119480471549e-4	1.2100468460993276e-4	0	0.0013697026457504097	0	0	3.08710789442091e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAAP-2	0.028430299154101037	0.010095594442289703	0.04194713009423571	0.014600592527568991	0.009791631920720061	0.020694854751354012	0.011550693296018318	0.001117437011511474	0.001485561071053299	0.013251456316352227	0.004572688630659645	0.0051526949750577925	0.015373102416078683	0.010854472269497798	0.004224963498614672	0.00987960026783571	0.032270209987513225	0.016780591011601682	0.03233387665365225	0.02448794152358063	0.02294607762802954	0	0	0	0	0	0	0.014561976672900677	0.0021638982409801404	3.322789016188628e-5	0.045855722729715206	0.0233868979582689	9.417808219178083e-4	0	0	2.0407191494282585e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005012531328320802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella	6.504135546184783e-5	2.1103784992357007e-4	0	2.1259669720743952e-4	0	0	0	0	0	0	1.4507260884072478e-5	0	0	0	0	0	0	3.487479946990305e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ramlibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004800316359522092	0.007641795737775794	0.001907890927155749	0.00711825412691598	0.0058455785139576175	0.006220141480614506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.721610863966284e-4	0	2.2252947773815105e-4	0.003361517485036102	0	0	0	0	0	0	0.010238907849829351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBG-13-33-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002880815199276225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBG-13-50-9	2.890726909415459e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9505594143445358e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016129032258064516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004629629629629629	0	0	0	0	0	0
RBG-13-51-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013227231028523883	0	0	0	0	0	0	0	0	0.0045462328767123285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBG-13-53-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.956316612365937e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBG-13-68-16	0	0	0	0	0	0	0	1.8727994606337552e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9810369051936693e-4	0	0	0	0	0	0	1.3433637829124127e-5	1.1205988480243842e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBG-16-49-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4933970516075353e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBG-16-49-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003376905986083978	0	0	0	0	0	0	0	0	0	0	0	0.0018604556245620956	5.633480838000685e-4	0	0	0	0	0	0	0	1.513200448619427e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00554016620498615	0
RBG-16-57-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.471236112303374e-4	0	0	0.004068745028359306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032030247524267564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
